"player_key","athlete_name","season","position","games","overall","round","pick","height","weight","pre_draft_ranking","pre_draft_position_ranking","pre_draft_grade","fumbles_rec_pg","fumbles_lost_pg","fumbles_fum_pg","interceptions_td_pg","interceptions_yds_pg","interceptions_int_pg","rushing_long","rushing_td_pg","rushing_yds_pg","rushing_car_pg","passing_int_pg","passing_td_pg","passing_yds_pg","passing_completions_pg","passing_attempts_pg","passing_avg","rushing_avg","passing_qbr","athlete_id","nfl_player_id","nfl_name","nfl_rookie_season","avg_weekly_ppr","n_weeks"
"cameron friel","Cameron Friel",2025,"QB",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,9.66666666666667,2.33333333333333,0,0,0,0,2,0,4.14285714285714,46.1,4683451,NA,NA,NA,NA,NA
"cameron peters","Cameron Peters",2025,"QB",11,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,30,0.3,36.5,6.6,0.545454545454545,1.45454545454545,188.454545454545,13,20.4545454545455,9.21333333333333,5.53030303030303,NA,5227681,NA,NA,NA,NA,NA
"cardell williams","Cardell Williams",2025,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.25,1,NA,NA,NA,51,1,31.8333333333333,8.25,0.636363636363636,0.909090909090909,147.363636363636,10,15.9090909090909,9.26285714285714,3.85858585858586,NA,4872721,NA,NA,NA,NA,NA
"carlos del rio wilson","Carlos Del Rio-Wilson",2025,"QB",11,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1.5,NA,NA,NA,24,0.545454545454545,59.8181818181818,14.4545454545455,0.454545454545455,1.54545454545455,185.727272727273,15.5454545454545,23.2727272727273,7.98046875,4.13836477987421,55.9363636363636,4432691,NA,NA,NA,NA,NA
"caron tyler","Caron Tyler",2025,"QB",7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,21,0.142857142857143,17.1428571428571,7.57142857142857,0.333333333333333,0.333333333333333,66.6666666666667,6.66666666666667,10.8333333333333,6.15384615384615,2.26415094339623,NA,5157537,NA,NA,NA,NA,NA
"carson beck","Carson Beck",2025,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.0909090909090909,3.54545454545455,3.45454545454545,0.833333333333333,2.08333333333333,256,21.9166666666667,29.4166666666667,8.70254957507082,1.02631578947368,78.6666666666667,4430841,NA,NA,NA,NA,NA
"carson camp","Carson Camp",2025,"QB",13,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,1,NA,NA,NA,18,0,9.61538461538461,4.61538461538461,0.538461538461538,1.07692307692308,138,10.9230769230769,17.3846153846154,7.93805309734513,2.08333333333333,NA,4695784,NA,NA,NA,NA,NA
"carson conklin","Carson Conklin",2025,"QB",4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,6,0,-4,3.75,0.5,0.25,88.5,11.75,24,3.6875,-1.06666666666667,28.45,4920192,NA,NA,NA,NA,NA
"carson cruver","Carson Cruver",2025,"QB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,0.2,5125301,NA,NA,NA,NA,NA
"carson jones","Carson Jones",2025,"QB",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,1.25,2.5,3.6,NA,NA,5085848,NA,NA,NA,NA,NA
"carston naegle","Carston Naegle",2025,"QB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,1,3,NA,NA,5160013,NA,NA,NA,NA,NA
"carter cravens","Carter Cravens",2025,"QB",11,NA,NA,NA,NA,NA,NA,NA,NA,0,1.66666666666667,1.66666666666667,NA,NA,NA,22,0.3,18.8,6.2,0.545454545454545,1,170.909090909091,13.7272727272727,21.5454545454545,7.93248945147679,3.03225806451613,NA,4876865,NA,NA,NA,NA,NA
"carter jones","Carter Jones",2025,"QB",9,NA,NA,NA,NA,NA,NA,NA,NA,0,0.666666666666667,1,NA,NA,NA,27,0,4.875,4.125,0.888888888888889,0.666666666666667,111.222222222222,12.3333333333333,19.2222222222222,5.78612716763006,1.18181818181818,38.3333333333333,5205097,NA,NA,NA,NA,NA
"carter peevy","Carter Peevy",2025,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,1,NA,NA,NA,62,0.75,27.3333333333333,6.91666666666667,0.583333333333333,1.41666666666667,186.166666666667,16.6666666666667,28.1666666666667,6.6094674556213,3.95180722891566,NA,4692052,NA,NA,NA,NA,NA
"carter smith","Carter Smith",2025,"QB",4,NA,NA,NA,NA,NA,NA,NA,NA,0,0.333333333333333,1,NA,NA,NA,16,0.25,21.75,11,0.25,0.5,50.25,6.5,11.5,4.3695652173913,1.97727272727273,41.5,5141687,NA,NA,NA,NA,NA
"casey bullock","Casey Bullock",2025,"QB",5,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,1,NA,NA,NA,11,0.2,1,3.6,0.2,0,44.6,4.4,7.6,5.86842105263158,0.277777777777778,NA,5224535,NA,NA,NA,NA,NA
"casey case","Casey Case",2025,"QB",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,-5,3,0,0,36.6666666666667,4,7.66666666666667,4.78260869565217,-1.66666666666667,NA,4566381,NA,NA,NA,NA,NA
"cash mccollum","Cash Mccollum",2025,"QB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,5151291,NA,NA,NA,NA,NA
"cason carswell","Cason Carswell",2025,"QB",10,NA,NA,NA,NA,NA,NA,NA,NA,0,0.666666666666667,1.33333333333333,NA,NA,NA,15,0.111111111111111,-1.33333333333333,5.22222222222222,0.3,1.6,205.4,18.7,30.7,6.69055374592834,-0.25531914893617,NA,5299364,NA,NA,NA,NA,NA
"champ long","Champ Long",2025,"QB",2,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2.5,NA,NA,NA,7,0,0,5,0.5,0,33.5,4,8,4.1875,0,NA,5150663,NA,NA,NA,NA,NA
"chance wilson","Chance Wilson",2025,"QB",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,31.5,2,0,0,11,1,1.5,7.33333333333333,15.75,NA,5152442,NA,NA,NA,NA,NA
"chandler morris","Chandler Morris",2025,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.5,NA,NA,NA,42,0.416666666666667,20.6666666666667,4.58333333333333,0.583333333333333,1.16666666666667,215.5,19.6666666666667,29.8333333333333,7.22346368715084,4.50909090909091,60.675,4692530,NA,NA,NA,NA,NA
"chandler wilson","Chandler Wilson",2025,"QB",7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,16,0,1.5,2.83333333333333,0.166666666666667,0.166666666666667,32.8333333333333,4.33333333333333,9,3.64814814814815,0.529411764705882,NA,5168665,NA,NA,NA,NA,NA
"charlie fiser","Charlie Fiser",2025,"QB",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,0,0,15,2,2,7.5,2,78.15,5084086,NA,NA,NA,NA,NA
"charlie gilliam","Charlie Gilliam",2025,"QB",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-0.333333333333333,3.66666666666667,1.66666666666667,0.333333333333333,86,8.33333333333333,13.6666666666667,6.29268292682927,-0.0909090909090909,NA,5077059,NA,NA,NA,NA,NA
