"player_key","games","fumbles_rec","fumbles_lost","fumbles_fum","interceptions_td","interceptions_yds","interceptions_int","receiving_td","receiving_yds","receiving_rec","rushing_td","rushing_yds","rushing_car","receiving_long","rushing_long","receiving_avg","rushing_avg","nfl_player_id","nfl_name","nfl_rookie_season","avg_weekly_ppr","n_weeks"
"charlie kolar",11,0,0,2,0,0,0,5,723,58,0,0,0,34,NA,12.4655172413793,NA,"00-0038046","Charlie Kolar",2022,8.9,1
"charlie woerner",5,0,0,1,0,0,0,1,62,8,0,0,0,20,NA,7.75,NA,"00-0036429","Charlie Woerner",2020,1.65,4
"chase ford",7,0,0,0,0,0,0,1,88,9,0,0,0,33,NA,9.77777777777778,NA,"00-0029432","Chase Ford",2013,3.0375,8
"chris gragg",5,0,0,0,0,0,0,3,289,22,0,0,0,42,NA,13.1363636363636,NA,"00-0030049","Chris Gragg",2013,8.15,2
"chris myarick",11,0,0,0,0,0,0,1,136,12,0,0,0,36,NA,11.3333333333333,NA,"00-0035345","Chris Myarick",2021,2.675,4
"chris pantale",6,0,0,0,0,0,0,2,189,21,0,0,0,23,NA,9,NA,"00-0030171","Chris Pantale",2014,0,1
"clive walford",11,0,0,0,0,0,0,7,676,44,0,0,0,61,NA,15.3636363636364,NA,"00-0032256","Clive Walford",2015,5.26,15
"coby fleener",12,0,0,0,0,0,0,10,648,32,0,0,0,62,NA,20.25,NA,"00-0029697","Coby Fleener",2012,5.50769230769231,13
"colby parkinson",12,0,0,0,0,0,0,1,589,48,0,0,0,36,NA,12.2708333333333,NA,"00-0036244","Colby Parkinson",2020,3.6,1
"cole fotheringham",7,0,0,0,0,0,0,0,109,13,0,0,0,13,NA,8.38461538461539,NA,"00-0037506","Cole Fotheringham",2023,1.6,1
"cole hikutini",12,0,1,1,0,0,0,8,656,49,0,0,0,67,NA,13.3877551020408,NA,"00-0033315","Cole Hikutini",2017,1.75,2
"cole kmet",9,0,0,1,0,0,0,6,482,41,0,0,0,37,NA,11.7560975609756,NA,"00-0036290","Cole Kmet",2020,4.1625,16
"cole turner",11,0,1,1,0,0,0,10,677,62,0,0,0,30,NA,10.9193548387097,NA,"00-0037078","Cole Turner",2022,0.614285714285714,7
"colin thompson",3,0,0,0,0,0,0,1,43,3,0,0,0,32,NA,14.3333333333333,NA,"00-0033720","Colin Thompson",2020,3.85,2
"collin franklin",12,0,0,0,0,0,0,3,530,54,0,0,0,36,NA,9.81481481481481,NA,"00-0028295","Collin Franklin",2011,0,1
"colston loveland",10,0,1,1,0,0,0,5,582,56,0,-2,1,36,0,10.3928571428571,-2,"00-0040126","Colston Loveland",2025,11.0222222222222,18
"connor hamlett",12,0,0,0,0,0,0,2,342,32,0,0,0,37,NA,10.6875,NA,"00-0031732","Connor Hamlett",2016,8.7,1
"cooper helfet",11,0,0,0,0,0,0,4,395,43,0,0,0,28,NA,9.18604651162791,NA,"00-0029534","Cooper Helfet",2014,4.72222222222222,9
"cory harkey",1,0,0,0,0,0,0,0,10,1,0,0,0,10,NA,10,NA,"00-0028958","Cory Harkey",2012,0.775,4
"crockett gillmore",11,0,0,0,0,0,0,2,533,43,0,0,0,52,NA,12.3953488372093,NA,"00-0030992","Crockett Gillmore",2014,3.55454545454545,11
"d j williams",12,0,0,0,0,0,0,4,589,49,0,0,0,46,NA,12.0204081632653,NA,"00-0028079","D.J. Williams",2011,0.55,6
"dallas goedert",1,0,0,0,0,0,0,1,96,5,0,0,0,35,NA,19.2,NA,"00-0034351","Dallas Goedert",2018,5.90588235294118,17
"dallin holker",12,0,2,2,0,0,0,6,767,64,1,1,1,42,1,11.984375,1,"00-0039613","Dallin Holker",2024,1.7,3
"dalton keene",8,0,1,1,0,0,0,4,230,19,0,33,11,27,7,12.1052631578947,3,"00-0036225","Dalton Keene",2020,1.53333333333333,3
"dalton kincaid",12,0,0,0,0,0,0,8,890,70,0,0,0,37,NA,12.7142857142857,NA,"00-0038933","Dalton Kincaid",2023,9.70555555555556,18
"dalton schultz",10,0,1,1,0,0,0,3,204,20,0,0,0,36,NA,10.2,NA,"00-0034383","Dalton Schultz",2018,2.66,10
"daniel bellinger",10,0,0,0,0,0,0,2,344,29,0,2,1,73,2,11.8620689655172,2,"00-0038115","Daniel Bellinger",2022,6.62307692307692,13
"daniel helm",12,0,0,0,0,0,0,2,248,22,0,0,0,37,NA,11.2727272727273,NA,"00-0035428","Daniel Helm",2021,0.3,3
"danny noble",4,0,0,0,0,0,0,2,75,4,0,0,0,30,NA,18.75,NA,"00-0029183","Danny Noble",2013,3.575,4
"darnell washington",11,0,0,0,0,0,0,2,417,26,0,0,0,34,NA,16.0384615384615,NA,"00-0038558","Darnell Washington",2023,1.45555555555556,9
"darrell daniels",10,0,0,0,0,0,0,3,307,17,0,0,0,50,NA,18.0588235294118,NA,"00-0033258","Darrell Daniels",2017,0.8,7
"david grinnage",9,0,0,0,0,0,0,3,272,23,0,0,0,21,NA,11.8260869565217,NA,"00-0032634","David Grinnage",2018,4.03333333333333,3
"david martin robinson",11,0,1,1,0,0,0,4,537,40,1,13,9,47,4,13.425,1.44444444444444,"00-0039648","David Martin-Robinson",2024,0.4,4
"david njoku",11,0,0,0,0,0,0,7,654,38,0,0,0,76,NA,17.2105263157895,NA,"00-0033885","David Njoku",2017,5.91875,16
"david paulson",10,0,0,0,0,0,0,6,428,30,0,0,0,34,NA,14.2666666666667,NA,"00-0029218","David Paulson",2012,1.21,10
"david wells",7,0,0,0,0,0,0,2,133,9,0,0,0,30,NA,14.7777777777778,NA,"00-0034575","David Wells",2023,1,1
"davis allen",12,0,1,1,0,0,0,5,394,35,0,0,0,41,NA,11.2571428571429,NA,"00-0039074","Davis Allen",2023,3.7875,8
"dawson knox",9,0,0,0,0,0,0,0,278,14,0,0,0,48,NA,19.8571428571429,NA,"00-0035689","Dawson Knox",2019,5.13125,16
"deon yelder",11,0,0,0,0,0,0,5,576,47,1,15,2,39,14,12.2553191489362,7.5,"00-0034319","Deon Yelder",2019,2.525,4
"devin asiasi",12,0,0,0,0,0,0,4,641,44,0,0,0,53,NA,14.5681818181818,NA,"00-0036194","Devin Asiasi",2020,2.975,4
"devin culp",10,0,0,0,0,0,0,2,194,15,0,0,0,30,NA,12.9333333333333,NA,"00-0039754","Devin Culp",2024,6.9,2
"dion sims",9,0,0,0,0,0,0,2,451,33,0,0,0,44,NA,13.6666666666667,NA,"00-0030422","Dion Sims",2013,2.17142857142857,7
"dominique jones",2,0,0,0,0,0,0,0,27,2,0,0,0,14,NA,13.5,NA,"00-0028994","Dominique Jones",2012,0.9,2
"drake dabney",8,0,0,0,0,0,0,0,120,16,0,0,0,20,NA,7.5,NA,"00-0040628","Drake Dabney",2025,1.3,1
"drew sample",11,0,0,0,0,0,0,2,244,22,0,0,0,33,NA,11.0909090909091,NA,"00-0035631","Drew Sample",2019,1.6,5
