"player_id","season","games","completions_pg","attempts_pg","passing_yards_pg","passing_tds_pg","passing_interceptions_pg","sacks_suffered_pg","sack_yards_lost_pg","sack_fumbles_pg","sack_fumbles_lost_pg","passing_air_yards_pg","passing_yards_after_catch_pg","passing_first_downs_pg","passing_epa_pg","passing_cpoe_pg","passing_2pt_conversions_pg","pacr_pg","carries_pg","rushing_yards_pg","rushing_tds_pg","rushing_fumbles_pg","rushing_fumbles_lost_pg","rushing_first_downs_pg","rushing_epa_pg","rushing_2pt_conversions_pg","fumble_recovery_own_pg","fumble_recovery_yards_own_pg","penalties_pg","penalty_yards_pg"
"00-0035993",2025,5,10.4,13.4,85.2,0.4,0,1.6,-7.6,0,0,85.8,29.6,3.8,1.41487080024939,14.3316432699509,0,1.05546338280809,4.8,30.2,0,0,0,2.4,2.16952490569092,0,0,0,0,0
"00-0036212",2025,14,18.5714285714286,27.4285714285714,190,1.42857142857143,1.07142857142857,2.14285714285714,-13.9285714285714,0.0714285714285714,0.0714285714285714,186.642857142857,101.214285714286,10.1428571428571,1.02821881568963,1.36447193186592,0.0714285714285714,1.07474691729502,1.42857142857143,3.07142857142857,0,0.357142857142857,0,0.428571428571429,-0.679089714800731,0,0.285714285714286,0.5,0.0714285714285714,0.714285714285714
"00-0036264",2025,16,19.6875,30.3125,231.5,1.6875,0.375,1.375,-10.625,0.125,0.125,271.25,104.5625,11.0625,8.03763101948644,4.8898329184843,0.125,1.06245518371379,3,13.125,0,0.1875,0,1.0625,0.799796167810835,0,0.375,0.5,0.125,1.25
"00-0036355",2025,17,21.1176470588235,31.9411764705882,228.588235294118,1.52941176470588,0.764705882352941,3.52941176470588,-20,0.294117647058824,0.117647058823529,249.764705882353,101.647058823529,10.7647058823529,0.166725950850147,1.37323307746173,0,0.972419289630797,5.47058823529412,32.6470588235294,0.117647058823529,0.235294117647059,0.0588235294117647,2.41176470588235,1.03215886991147,0.0588235294117647,0.176470588235294,0.294117647058824,0.117647058823529,1.17647058823529
"00-0036389",2025,17,18.4705882352941,28.7647058823529,199.529411764706,1.52941176470588,0.352941176470588,1.94117647058824,-10.7058823529412,0.176470588235294,0.0588235294117647,257.941176470588,79.5294117647059,9.23529411764706,1.82756584862446,3.51232747160336,0,0.852991997476584,6.47058823529412,25.5882352941176,0.470588235294118,0.235294117647059,0.117647058823529,2.70588235294118,1.11726395839901,0,0.117647058823529,0.176470588235294,0,0
"00-0036442",2025,8,21.625,32.375,226.125,2.125,0.625,2.125,-14.125,0,0,233.5,103,12.5,4.57588666781538,4.62959917312956,0,1.01393115757539,1.75,5.125,0,0,0,0.625,0.594198995706395,0,0,0,0,0
"00-0036679",2025,1,7,14,88,0,0,5,-22,0,0,138,28,4,-6.8254729354437,-16.7718983613528,0,0.63768115942029,1,4,0,0,0,0,-0.834705842891708,0,0,1,0,0
"00-0036898",2025,6,15.1666666666667,26.5,152.5,0.833333333333333,0.166666666666667,1.33333333333333,-10,0,0,226.666666666667,44.8333333333333,8,-2.78671196414554,-10.8261937451422,0.166666666666667,0.631474693149387,2.16666666666667,10,0.166666666666667,0.166666666666667,0,0.5,-0.141305347586827,0,0,0.166666666666667,0,0
"00-0036945",2025,9,14.2222222222222,22.6666666666667,139.888888888889,0.777777777777778,0.111111111111111,3,-21.3333333333333,0.222222222222222,0.111111111111111,153.222222222222,65.1111111111111,6.44444444444444,-2.49462478055641,-6.87655143252428,0.333333333333333,0.883494942708807,7.88888888888889,42.5555555555556,0.444444444444444,0.222222222222222,0.222222222222222,3.22222222222222,0.973645925954289,0.222222222222222,0,0.111111111111111,0.111111111111111,1.11111111111111
"00-0036971",2025,18,19.9444444444444,32.7777777777778,234.111111111111,1.77777777777778,0.777777777777778,2.33333333333333,-13.8333333333333,0.166666666666667,0.111111111111111,287.111111111111,95.1111111111111,11.4444444444444,2.17505557690623,-1.4664065128061,0,0.839943262196629,4.88888888888889,21.6666666666667,0.5,0.111111111111111,0.0555555555555556,2.44444444444444,1.21791358034741,0.0555555555555556,0.111111111111111,0.111111111111111,0.388888888888889,3.05555555555556
"00-0036972",2025,12,16.9166666666667,24.4166666666667,179.583333333333,1.08333333333333,0.5,1.33333333333333,-9,0.25,0.166666666666667,180.166666666667,79.75,8.91666666666667,4.67176055722391,1.49096128698664,0.0833333333333333,0.952952051994448,3.08333333333333,5.58333333333333,0,0.0833333333333333,0,1.16666666666667,-0.327213873191452,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.833333333333333
"00-0037012",2025,4,6.75,14.25,56.5,0,0.25,1.5,-11,0.25,0.25,133.75,26.25,2.5,-9.86667313989808,3.90212687484005,0,1.13430472363542,4.25,21.25,0,0,0,1.25,0.313358997897012,0,0,0,0,0
"00-0037013",2025,4,1.5,2.75,8,0,0,0,0,0,0,15.25,5.75,0.75,-2.20711480847482,-13.7300326178471,0,0.156862745098039,0.75,0.25,0,0,0,0,-0.119250752031803,0,0,0,0,0
"00-0037324",2025,3,11.6666666666667,18.3333333333333,78.3333333333333,0.333333333333333,0,2.66666666666667,-31,0.666666666666667,0.333333333333333,92.3333333333333,52,3.33333333333333,-10.0410430441323,-3.93739964350376,0,0.886379551820728,1.66666666666667,6,0,0.333333333333333,0.333333333333333,0,-1.85641288428451,0,0.333333333333333,0.333333333333333,0,0
"00-0037834",2025,11,20.9090909090909,31.0909090909091,233.545454545455,2,1.18181818181818,1.27272727272727,-6.72727272727273,0.363636363636364,0.272727272727273,237,97.4545454545455,13.8181818181818,5.12277154860773,5.75686437037653,0.0909090909090909,0.984204251941641,4.27272727272727,18.9090909090909,0.272727272727273,0.0909090909090909,0,2,1.53565695888458,0,0,0,0,0
"00-0038102",2025,6,4.66666666666667,7.5,31.3333333333333,0.166666666666667,0.333333333333333,1.33333333333333,-9,0,0,43.6666666666667,10.3333333333333,1.33333333333333,-4.79794865821242,-11.4117537985245,0,1.7863688181704,0.833333333333333,3.66666666666667,0,0.166666666666667,0.166666666666667,0.666666666666667,-0.804757358317149,0,0,0.166666666666667,0,0
"00-0038128",2025,4,7.5,8.75,105.5,0.75,0,0.75,-3.75,0,0,88.5,31.5,4.75,7.02110627143383,24.9753245527481,0,2.86303418803419,5.5,30.75,0.5,0.5,0.25,2.75,0.265777893516465,0,0,0.25,0,0
"00-0038400",2025,4,6,10.75,68.5,0.25,0.25,0.75,-3.5,0,0,102.75,25,4,-1.23096907227931,15.5700974604663,0,0.903907124207386,2,2,0,0,0,0.25,-1.29256509708648,0,0,0,0,0
"00-0038416",2025,2,1.5,2,23.5,0,0,0,0,0,0,15,19.5,1,1.15254130677203,19.6881492932637,0,0.385714285714286,1,3.5,0,0.5,0,0.5,-0.371152909239754,0,0,0,0,0
"00-0038579",2025,1,10,22,102,0,0,1,-5,0,0,184,31,5,-5.86369217034538,-23.5717979344455,0,0.554347826086957,1,7,0,0,0,0,0.156770496862009,0,0,0,0,0
"00-0038582",2025,2,3.5,7.5,21,0,0.5,2.5,-22,0.5,0,29,14,1,-9.94967226104925,-25.7209391891956,0,0.758661887694146,2.5,11.5,0,0,0,1,1.0895685928408,0,0,0,0,0
"00-0038658",2025,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,1,-1,0,0,0,0,-2.32438810926396,0,0,0,0,0
"00-0039150",2025,17,19.1176470588235,30.4705882352941,192.647058823529,1.41176470588235,0.705882352941177,1.70588235294118,-12.7058823529412,0.176470588235294,0.117647058823529,203.941176470588,97.8823529411765,9.70588235294118,-1.76610758169883,0.847729967828548,0.0588235294117647,0.977542660596215,3.35294117647059,14.1176470588235,0.176470588235294,0.176470588235294,0.117647058823529,1.17647058823529,0.528466751960827,0,0.0588235294117647,0.176470588235294,0.117647058823529,1.17647058823529
