"player_id","season","player_display_name","games","sacks_suffered_pg","sack_yards_lost_pg","sack_fumbles_pg","sack_fumbles_lost_pg","carries_pg","rushing_yards_pg","rushing_tds_pg","rushing_fumbles_pg","rushing_fumbles_lost_pg","rushing_first_downs_pg","rushing_epa_pg","rushing_2pt_conversions_pg","receptions_pg","targets_pg","receiving_yards_pg","receiving_tds_pg","receiving_fumbles_pg","receiving_fumbles_lost_pg","receiving_air_yards_pg","receiving_yards_after_catch_pg","receiving_first_downs_pg","receiving_epa_pg","receiving_2pt_conversions_pg","racr_pg","target_share_pg","air_yards_share_pg","wopr_pg","fumble_recovery_own_pg","fumble_recovery_yards_own_pg","fumble_recovery_tds_pg","penalties_pg","penalty_yards_pg","target_season","target_fp_ppr","target_games"
"00-0007213",2004,"Steve Heiden",11,0,0,0,0,0,0,0,0,0,0,NA,0,2.54545454545455,0,26.0909090909091,0.454545454545455,0.0909090909090909,0.0909090909090909,0,0,1.27272727272727,1.947538549693,0.0909090909090909,0,NA,NA,NA,0.181818181818182,0.181818181818182,0,0.272727272727273,1.36363636363636,2005,6.74,15
"00-0007213",2005,"Steve Heiden",15,0,0,0,0,0,0,0,0,0,0,NA,0,2.86666666666667,0,26.7333333333333,0.2,0,0,0,0,1.33333333333333,2.22884847901136,0,0,NA,NA,NA,0,0,0,0.266666666666667,2,2006,4.86,15
"00-0007213",2006,"Steve Heiden",15,0,0,0,0,0,0,0,0,0,0,NA,0,2.4,0,16.6,0.133333333333333,0,0,0,10.2666666666667,0.6,0.853482346057173,0,0,NA,0,NA,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0.4,2007,2.24,10
"00-0007213",2007,"Steve Heiden",10,0,0,0,0,0,0,0,0,0,0,NA,0,1.2,0,10.4,0,0,0,0,3,0.4,0.452090340008726,0,0,0,0,0,0,0,0,0,0,2008,5.32222222222222,9
"00-0007213",2008,"Steve Heiden",9,0,0,0,0,0,0,0,0,0,0,NA,0,2.55555555555556,0,27.6666666666667,0,0,0,0,14,1.55555555555556,2.33321489940216,0,0,0,0,0,0,0,0,0.111111111111111,0.888888888888889,2009,3.04285714285714,7
"00-0009119",2004,"Reggie Kelly",11,0,0,0,0,0,0,0,0,0,0,NA,0,1.36363636363636,0,7.72727272727273,0,0,0,0,0,0.454545454545455,0.10445879963744,0,0,NA,NA,NA,0,0,0,0,0,2005,3,10
"00-0009119",2005,"Reggie Kelly",10,0,0,0,0,0,0,0,0,0,0,NA,0,1.5,0,9,0.1,0.1,0,0,0,0.4,0.679944421666733,0,0,NA,NA,NA,0.1,0.1,0,0.4,2.8,2006,4.03076923076923,13
"00-0009119",2006,"Reggie Kelly",13,0,0,0,0,0,0,0,0,0,0,NA,0,1.61538461538462,0,19.5384615384615,0.0769230769230769,0,0,0,6.61538461538461,0.923076923076923,1.74137118971945,0,0,NA,0,NA,0,0,0,0.0769230769230769,0.692307692307692,2007,3.16153846153846,13
"00-0009119",2007,"Reggie Kelly",13,0,0,0,0,0,0,0,0,0,0,NA,0,1.53846153846154,0,16.2307692307692,0,0,0,0,3.76923076923077,0.538461538461538,0.994223278862374,0,0,NA,0,NA,0,0,0,0.307692307692308,2.30769230769231,2008,3.97692307692308,13
"00-0009119",2010,"Reggie Kelly",10,0,0,0,0,0,0,0,0,0,0,NA,0,1,1.3,4.2,0,0,0,1,3.1,0,-0.717625884882486,0,2.91666666666667,0.0381080928875047,0.00392986098684213,0.0599130420220465,0.1,0.1,0,0.3,2.3,2011,0.425,4
"00-0009323",2004,"Jimmy Kleinsasser",1,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,24,0,0,0,0,0,1,1.80022358382121,0,0,NA,NA,NA,0,0,0,0,0,2005,3.00769230769231,13
"00-0009323",2005,"Jimmy Kleinsasser",13,0,0,0,0,0,0,0,0,0,0,NA,0,1.69230769230769,0,13.1538461538462,0,0.0769230769230769,0,0,0,0.461538461538462,0.569936411158002,0,0,NA,NA,NA,0,0,0,0.384615384615385,3.07692307692308,2006,1.67142857142857,7
"00-0009323",2006,"Jimmy Kleinsasser",7,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,6.71428571428571,0,0,0,0,2.57142857142857,0.142857142857143,0.349175769544672,0,0,NA,0,NA,0,0,0,0,0,2007,2.04285714285714,7
"00-0009323",2007,"Jimmy Kleinsasser",7,0,0,0,0,0,0,0,0,0,0,NA,0,0.571428571428571,0,6.14285714285714,0.142857142857143,0,0,0,2.57142857142857,0.428571428571429,0.727637690710254,0,0,NA,0,NA,0,0,0,0.428571428571429,2.14285714285714,2008,1.68888888888889,9
"00-0009323",2008,"Jimmy Kleinsasser",9,0,0,0,0,0,0,0,0,0,0,NA,0,0.666666666666667,0,10.2222222222222,0,0,0,0,4.66666666666667,0.555555555555556,1.67806458375999,0,0,0,0,0,0.111111111111111,0.111111111111111,0,0.333333333333333,2.22222222222222,2009,1.41666666666667,12
