"player_key","athlete_name","season","position","games","overall","round","pick","height","weight","pre_draft_ranking","pre_draft_position_ranking","pre_draft_grade","fumbles_rec_pg","fumbles_lost_pg","fumbles_fum_pg","interceptions_td_pg","interceptions_yds_pg","interceptions_int_pg","receiving_td_pg","receiving_yds_pg","receiving_rec_pg","rushing_td_pg","rushing_yds_pg","rushing_car_pg","receiving_long","rushing_long","receiving_avg","rushing_avg","nfl_player_id","nfl_name","nfl_rookie_season","avg_weekly_ppr","n_weeks"
"charles kaludis","Charles Kaludis",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"charles robinson","Charles Robinson",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"charlie browder","Charlie Browder",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222222222,28.2222222222222,1.88888888888889,NA,NA,NA,28,NA,14.9411764705882,NA,NA,NA,NA,NA,NA
"charlie kreinbucher","Charlie Kreinbucher",2025,"TE",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,9.83333333333333,1,NA,NA,NA,19,NA,9.83333333333333,NA,NA,NA,NA,NA,NA
"charlie white","Charlie White",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,17.3333333333333,2,NA,NA,NA,15,NA,8.66666666666667,NA,NA,NA,NA,NA,NA
"chase curtis","Chase Curtis",2025,"TE",7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0.333333333333333,26.5,2,0,3,1,27,3,13.25,3,NA,NA,NA,NA,NA
"chase loftin","Chase Loftin",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
"chase simmons","Chase Simmons",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chauncey sneed","Chauncey Sneed",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.75,1.25,0,-7,1,20,0,7.8,-7,NA,NA,NA,NA,NA
"chaz middleton","Chaz Middleton",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,41.1111111111111,2.44444444444444,NA,NA,NA,44,NA,16.8181818181818,NA,NA,NA,NA,NA,NA
"chico holt","Chico Holt",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,1,NA,NA,NA,36,NA,36,NA,NA,NA,NA,NA,NA
"chidubem lebechi","Chidubem Lebechi",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
"chris corbo","Chris Corbo",2025,"TE",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,51.6,4.5,NA,NA,NA,35,NA,11.4666666666667,NA,NA,NA,NA,NA,NA
"chris vickerson","Chris Vickerson",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,21,1,NA,NA,NA,34,NA,21,NA,NA,NA,NA,NA,NA
"christian abney","Christian Abney",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,1,NA,NA,NA,12,NA,12,NA,NA,NA,NA,NA,NA
"christian bentancur","Christian Bentancur",2025,"TE",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,23.25,2.25,NA,NA,NA,45,NA,10.3333333333333,NA,NA,NA,NA,NA,NA
"christian berry","Christian Berry",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.6,1.2,NA,NA,NA,21,NA,15.5,NA,NA,NA,NA,NA,NA
"christian burkhalter","Christian Burkhalter",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA
"christian earls","Christian Earls",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA
"christian greenlaw","Christian Greenlaw",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.2,1.4,NA,NA,NA,9,NA,5.14285714285714,NA,NA,NA,NA,NA,NA
"christian jones","Christian Jones",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA
"christian moore","Christian Moore",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,0,-2,1,6,0,4,-2,NA,NA,NA,NA,NA
"christian pedersen","Christian Pedersen",2025,"TE",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.375,1.375,NA,NA,NA,17,NA,8.27272727272727,NA,NA,NA,NA,NA,NA
"christian ross","Christian Ross",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,21.75,2.125,NA,NA,NA,37,NA,10.2352941176471,NA,NA,NA,NA,NA,NA
"christopher harris","Christopher Harris",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.66666666666667,1,NA,NA,NA,15,NA,7.66666666666667,NA,NA,NA,NA,NA,NA
"chuck volans","Chuck Volans",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,1,NA,NA,NA,0,NA,-1,NA,NA,NA,NA,NA,NA
"cj schaeffer","CJ Schaeffer",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,23,1.5,NA,NA,NA,64,NA,15.3333333333333,NA,NA,NA,NA,NA,NA
"cody hardy","Cody Hardy",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,23.3333333333333,1.33333333333333,1,0,0,37,0,17.5,NA,NA,NA,NA,NA,NA
"cody howard","Cody Howard",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,42.6666666666667,1.33333333333333,NA,NA,NA,65,NA,32,NA,NA,NA,NA,NA,NA
"cody ruff","Cody Ruff",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,20,1.75,NA,NA,NA,24,NA,11.4285714285714,NA,NA,NA,NA,NA,NA
"colby ramshaw","Colby Ramshaw",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.5,1.5,NA,NA,NA,14,NA,12.3333333333333,NA,NA,NA,NA,NA,NA
"cole bunicci","Cole Bunicci",2025,"TE",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,28.6363636363636,2.45454545454545,NA,NA,NA,48,NA,11.6666666666667,NA,NA,NA,NA,NA,NA
"cole clarke","Cole Clarke",2025,"TE",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,18.1,2.2,NA,NA,NA,17,NA,8.22727272727273,NA,NA,NA,NA,NA,NA
"cole harrison","Cole Harrison",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,17,1,NA,NA,NA,17,NA,17,NA,NA,NA,NA,NA,NA
"cole keller","Cole Keller",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0.25,28.25,2.75,NA,NA,NA,24,NA,10.2727272727273,NA,NA,NA,NA,NA,NA
"cole rusk","Cole Rusk",2025,"TE",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,27.125,2.375,NA,NA,NA,27,NA,11.4210526315789,NA,NA,NA,NA,NA,NA
"cole schnieder","Cole Schnieder",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.8,1.6,NA,NA,NA,25,NA,8,NA,NA,NA,NA,NA,NA
"cole spence","Cole Spence",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,33.6666666666667,2.16666666666667,NA,NA,NA,33,NA,15.5384615384615,NA,NA,NA,NA,NA,NA
"coleman kuntz","Coleman Kuntz",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,25.6666666666667,2,0,1,1,27,1,12.8333333333333,1,NA,NA,NA,NA,NA
"colin hayes","Colin Hayes",2025,"TE",7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,0.333333333333333,21.3333333333333,1.83333333333333,NA,NA,NA,25,NA,11.6363636363636,NA,NA,NA,NA,NA,NA
"colin melendez","Colin Melendez",2025,"TE",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.85714285714286,1.42857142857143,NA,NA,NA,27,NA,5.5,NA,NA,NA,NA,NA,NA
"colin weber","Colin Weber",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,12.75,2.125,NA,NA,NA,12,NA,6,NA,NA,NA,NA,NA,NA
"collin carroll","Collin Carroll",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
"colt sechrest","Colt Sechrest",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
"connor adair","Connor Adair",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,17,1,5,34,3,17,NA,NA,NA,NA,NA
"connor bonesio","Connor Bonesio",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
"connor cox","Connor Cox",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1.66666666666667,NA,NA,NA,9,NA,4.2,NA,NA,NA,NA,NA,NA
"connor cravaack","Connor Cravaack",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222222222,16.3333333333333,2,NA,NA,NA,27,NA,8.16666666666667,NA,NA,NA,NA,NA,NA
"connor finer","Connor Finer",2025,"TE",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,38.8333333333333,3.41666666666667,0,4,1,35,4,11.3658536585366,4,NA,NA,NA,NA,NA
"connor hulstein","Connor Hulstein",2025,"TE",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,1,NA,NA,NA,0.583333333333333,49.9166666666667,3.5,NA,NA,NA,78,NA,14.2619047619048,NA,NA,NA,NA,NA,NA
"connor jones","Connor Jones",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4,1,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA
"connor ruth","Connor Ruth",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,12,1.6,NA,NA,NA,17,NA,7.5,NA,NA,NA,NA,NA,NA
"connor witthoft","Connor Witthoft",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,1.5,NA,NA,NA,16,NA,7.33333333333333,NA,NA,NA,NA,NA,NA
"conor o neil","Conor O'Neil",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,12,1.5,NA,NA,NA,22,NA,8,NA,NA,NA,NA,NA,NA
"cooper alexander","Cooper Alexander",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.75,1.25,NA,NA,NA,18,NA,9.4,NA,NA,NA,NA,NA,NA
"cooper eldridge","Cooper Eldridge",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,1,NA,NA,NA,11,NA,11,NA,NA,NA,NA,NA,NA
"cooper haswell","Cooper Haswell",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,2,NA,NA,NA,20,NA,16,NA,NA,NA,NA,NA,NA
"covadis knighten","Covadis Knighten",2025,"TE",11,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,0.272727272727273,21.3636363636364,2.18181818181818,NA,NA,NA,59,NA,9.79166666666667,NA,NA,NA,NA,NA,NA
"d andre rogers","D'Andre Rogers",2025,"TE",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,27.2727272727273,2.90909090909091,NA,NA,NA,39,NA,9.375,NA,NA,NA,NA,NA,NA
"d c temple","D.C. Temple",2025,"TE",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,18.7142857142857,2.14285714285714,0,1,1,19,1,8.73333333333333,1,NA,NA,NA,NA,NA
"dae quan wright","Dae'Quan Wright",2025,"TE",11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0.363636363636364,44.4545454545455,2.72727272727273,0,2,1,64,2,16.3,2,NA,NA,NA,NA,NA
"dahlyn jones","Dahlyn Jones",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.16666666666667,1.33333333333333,NA,NA,NA,6,NA,3.125,NA,NA,NA,NA,NA,NA
"dakota taylor","Dakota Taylor",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
"dakota twitty","Dakota Twitty",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.8,2.2,NA,NA,NA,26,NA,11.7272727272727,NA,NA,NA,NA,NA,NA
"dallan coleman","Dallan Coleman",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dallas holmes","Dallas Holmes",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.25,2,NA,NA,NA,20,NA,8.125,NA,NA,NA,NA,NA,NA
"dallas payne","Dallas Payne",2025,"TE",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,26.6,2.5,NA,NA,NA,42,NA,10.64,NA,NA,NA,NA,NA,NA
"dallen bentley","Dallen Bentley",2025,"TE",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0.416666666666667,42.8333333333333,3.5,NA,NA,NA,44,NA,12.2380952380952,NA,NA,NA,NA,NA,NA
"damar jackson","Damar Jackson",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,1.5,NA,NA,NA,25,NA,14.6666666666667,NA,NA,NA,NA,NA,NA
"damon short","Damon Short",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
"dan dishman","Dan Dishman",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,16.6666666666667,1.66666666666667,NA,NA,NA,26,NA,10,NA,NA,NA,NA,NA,NA
"dan villari","Dan Villari",2025,"TE",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37.4545454545455,3.54545454545455,0.166666666666667,9.16666666666667,2.83333333333333,35,10,10.5641025641026,3.23529411764706,NA,NA,NA,NA,NA
"daniel evert","Daniel Evert",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,2,NA,NA,NA,10,NA,7.5,NA,NA,NA,NA,NA,NA
"daniel tarabrella","Daniel Tarabrella",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,8.66666666666667,1.33333333333333,0,1,1,13,1,6.5,1,NA,NA,NA,NA,NA
"danny joiner","Danny Joiner",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.5,1,NA,NA,NA,7,NA,5.5,NA,NA,NA,NA,NA,NA
"danny lewis jr","Danny Lewis Jr.",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,2,NA,NA,NA,11,NA,8.5,NA,NA,NA,NA,NA,NA
"dante daniels","Dante Daniels",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,13,1.5,NA,NA,NA,15,NA,8.66666666666667,NA,NA,NA,NA,NA,NA
"darren bennett","Darren Bennett",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,NA,NA,NA,4,NA,3.5,NA,NA,NA,NA,NA,NA
"darrin fugitt","Darrin Fugitt",2025,"TE",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,42.625,4,0,-2,1,37,0,10.65625,-2,NA,NA,NA,NA,NA
"dasaahn brame","Dasaahn Brame",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,2,NA,NA,NA,19,NA,10.5,NA,NA,NA,NA,NA,NA
"daunte bacheyie","Daunte Bacheyie",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.5,1.25,NA,NA,NA,15,NA,8.4,NA,NA,NA,NA,NA,NA
"dave thomson","Dave Thomson",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.6666666666667,1,NA,NA,NA,18,NA,13.6666666666667,NA,NA,NA,NA,NA,NA
"david alpers","David Alpers",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
"david clement","David Clement",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,1,NA,NA,NA,18,NA,10,NA,NA,NA,NA,NA,NA
"david hulbert","David Hulbert",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,6,1.4,NA,NA,NA,9,NA,4.28571428571429,NA,NA,NA,NA,NA,NA
"david larkins","David Larkins",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,25.5,2.75,NA,NA,NA,40,NA,9.27272727272727,NA,NA,NA,NA,NA,NA
"david prince","David Prince",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"davin stoffel","Davin Stoffel",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,1,NA,NA,NA,24,NA,24,NA,NA,NA,NA,NA,NA
"davis ledoyen","Davis LeDoyen",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,1,0,15.5,1,17,23,17,15.5,NA,NA,NA,NA,NA
"davon mitchell","Davon Mitchell",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,1,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA
"dawson adams grenier","Dawson Adams-Grenier",2025,"TE",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,11,1,NA,NA,NA,18,NA,11,NA,NA,NA,NA,NA,NA
"dawson hearne","Dawson Hearne",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.8333333333333,1.66666666666667,NA,NA,NA,26,NA,10.1,NA,NA,NA,NA,NA,NA
"dawson johnson","Dawson Johnson",2025,"TE",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,14.1428571428571,1.42857142857143,NA,NA,NA,17,NA,9.9,NA,NA,NA,NA,NA,NA
"deakon tonielli","Deakon Tonielli",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,1.5,NA,NA,NA,28,NA,8.66666666666667,NA,NA,NA,NA,NA,NA
"decker degraaf","Decker DeGraaf",2025,"TE",10,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0.2,35.3,3.1,NA,NA,NA,30,NA,11.3870967741935,NA,NA,NA,NA,NA,NA
"declan mckevitt","Declan McKevitt",2025,"TE",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.2,1.6,NA,NA,NA,15,NA,7,NA,NA,NA,NA,NA,NA
"dedrick borden","Dedrick Borden",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"denin limouris","Denin Limouris",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
"derek anderson","Derek Anderson",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222222222,20.4444444444444,2.22222222222222,NA,NA,NA,24,NA,9.2,NA,NA,NA,NA,NA,NA
"derek varley","Derek Varley",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.75,2.25,NA,NA,NA,20,NA,7.88888888888889,NA,NA,NA,NA,NA,NA
"derick harden","Derick Harden",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,21,1.75,NA,NA,NA,20,NA,12,NA,NA,NA,NA,NA,NA
"deshawn hanika","DeShawn Hanika",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,24.25,2.5,NA,NA,NA,24,NA,9.7,NA,NA,NA,NA,NA,NA
"desirrio riles","Desirrio Riles",2025,"TE",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,36.2,2.8,NA,NA,NA,42,NA,12.9285714285714,NA,NA,NA,NA,NA,NA
"devin habermehl","Devin Habermehl",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"devin kennedy","Devin Kennedy",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,14.6666666666667,1.33333333333333,NA,NA,NA,27,NA,11,NA,NA,NA,NA,NA,NA
"devon akers","Devon Akers",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA
"devon tauaefa","Devon Tauaefa",2025,"TE",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.25,1.375,NA,NA,NA,34,NA,8.18181818181818,NA,NA,NA,NA,NA,NA
"devyn gibbs","Devyn Gibbs",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.5555555555556,1.77777777777778,NA,NA,NA,39,NA,9.3125,NA,NA,NA,NA,NA,NA
"dillon galloway","Dillon Galloway",2025,"TE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,NA,NA,NA,9,NA,7,NA,NA,NA,NA,NA,NA
"dillon golden","Dillon Golden",2025,"TE",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.75,1.25,NA,NA,NA,13,NA,7.8,NA,NA,NA,NA,NA,NA
"dillon hipp","Dillon Hipp",2025,"TE",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.66666666666667,1,NA,NA,NA,8,NA,5.66666666666667,NA,NA,NA,NA,NA,NA
"dj asiasi","DJ Asiasi",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
"dj vonnahme","DJ Vonnahme",2025,"TE",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222222222,32,2.44444444444444,NA,NA,NA,43,NA,13.0909090909091,NA,NA,NA,NA,NA,NA
"dominic deluca","Dominic Deluca",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA
"donovan green","Donovan Green",2025,"TE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2,NA,NA,NA,25,NA,20,NA,NA,NA,NA,NA,NA
"donovan payne","Donovan Payne",2025,"TE",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,21.7142857142857,1.71428571428571,NA,NA,NA,43,NA,12.6666666666667,NA,NA,NA,NA,NA,NA
"donovan price","Donovan Price",2025,"TE",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.25,1.5,NA,NA,NA,25,NA,10.1666666666667,NA,NA,NA,NA,NA,NA
"dorian fleming","Dorian Fleming",2025,"TE",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272727272727273,31.9090909090909,3.63636363636364,NA,NA,NA,48,NA,8.775,NA,NA,NA,NA,NA,NA
"dorian thomas","Dorian Thomas",2025,"TE",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,0.333333333333333,45.4166666666667,4.41666666666667,NA,NA,NA,34,NA,10.2830188679245,NA,NA,NA,NA,NA,NA
