"player_key","athlete_name","season","position","games","overall","round","pick","height","weight","pre_draft_ranking","pre_draft_position_ranking","pre_draft_grade","fumbles_rec_pg","fumbles_lost_pg","fumbles_fum_pg","interceptions_td_pg","interceptions_yds_pg","interceptions_int_pg","rushing_long","rushing_td_pg","rushing_yds_pg","rushing_car_pg","passing_int_pg","passing_td_pg","passing_yds_pg","passing_completions_pg","passing_attempts_pg","passing_avg","rushing_avg","passing_qbr","athlete_id","nfl_player_id","nfl_name","nfl_rookie_season","avg_weekly_ppr","n_weeks"
"jarrett stidham","Jarrett Stidham",2018,"QB",12,133,4,31,74,218,56,5,81,0,0.5,1,NA,NA,NA,18,0.25,-0.916666666666667,5.83333333333333,0.416666666666667,1.08333333333333,201.833333333333,17.4166666666667,29,6.95977011494253,-0.157142857142857,NA,3892775,"00-0035264","Jarrett Stidham",2019,-0.546666666666667,3
"jaxson dart","Jaxson Dart",2024,"QB",12,25,1,25,74,223,39,3,87,0,0,1,NA,NA,NA,35,0.25,37.6666666666667,9.33333333333333,0.5,2.08333333333333,322.916666666667,20.75,30.25,10.6749311294766,4.03571428571429,82.7583333333333,4689114,"00-0040691","Jaxson Dart",2025,17.2557142857143,14
"jayden daniels","Jayden Daniels",2023,"QB",12,2,1,2,76,210,5,2,94,0,0.5,1,NA,NA,NA,85,0.833333333333333,94.5,11.25,0.333333333333333,3.33333333333333,317.666666666667,19.6666666666667,27.25,11.6574923547401,8.4,91.8583333333333,4426348,"00-0039910","Jayden Daniels",2024,21.41,20
"jeff driskel","Jeff Driskel",2015,"QB",12,207,6,32,76,234,214,11,49,NA,NA,NA,NA,NA,NA,37,0.416666666666667,25.5833333333333,7,0.666666666666667,2,297.916666666667,21.25,34.3333333333333,8.67718446601942,3.6547619047619,72.8416666666667,511889,"00-0032436","Jeff Driskel",2018,10.64,8
"jeff tuel","Jeff Tuel",2012,"QB",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,-12.7777777777778,6.11111111111111,0.8,0.8,208.7,21.1,33.2,6.28614457831325,-2.09090909090909,45.79,482620,"00-0030024","Jeff Tuel",2013,6.03,2
"jimmy garoppolo","Jimmy Garoppolo",2013,"QB",2,62,2,30,74,226,50,4,82,NA,NA,NA,NA,NA,NA,11,0,-1,6,1,4.5,405.5,32.5,47.5,8.53684210526316,-0.166666666666667,0,499514,"00-0031345","Jimmy Garoppolo",2014,2.436,5
"joe burrow","Joe Burrow",2019,"QB",12,1,1,1,76,221,2,1,94,0,0.333333333333333,1,NA,NA,NA,22,0.25,20.6666666666667,7.08333333333333,0.5,3.66666666666667,363.833333333333,26.1666666666667,33.4166666666667,10.8877805486284,2.91764705882353,87.4375,3915511,"00-0036442","Joe Burrow",2020,17.372,10
"john wolford","John Wolford",2017,"QB",11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,33,0.909090909090909,55.9090909090909,11.3636363636364,0.545454545454545,2.27272727272727,253.818181818182,18.8181818181818,29.5454545454545,8.59076923076923,4.92,69.88,3124092,"00-0034899","John Wolford",2020,7.1,2
"johnny manziel","Johnny Manziel",2013,"QB",12,22,1,22,72,207,22,2,90,NA,NA,NA,NA,NA,NA,49,0.666666666666667,57.1666666666667,11.0833333333333,1.08333333333333,2.75,311,22.5,32.5833333333333,9.54475703324808,5.1578947368421,75.675,517475,"00-0031409","Johnny Manziel",2014,2.975,4
"jordan love","Jordan Love",2019,"QB",12,26,1,26,76,224,20,3,90,0,0.4,1.2,NA,NA,NA,22,0,13.25,5.91666666666667,1.33333333333333,1.41666666666667,257.083333333333,21.9166666666667,36.1666666666667,7.10829493087558,2.23943661971831,42.6142857142857,4036378,"00-0036264","Jordan Love",2021,3.52333333333333,6
"josh allen","Josh Allen",2017,"QB",10,7,1,7,77,237,10,3,92,0,0.666666666666667,1.66666666666667,NA,NA,NA,22,0.555555555555556,23,9.33333333333333,0.6,1.3,165.8,14.1,25.1,6.60557768924303,2.46428571428571,53.4555555555556,3918298,"00-0034857","Josh Allen",2018,17.2383333333333,12
"josh johnson","Josh Johnson",2025,"QB",5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,13,0.2,14.2,6.8,0.4,0.8,74.8,3.2,5.6,13.3571428571429,2.08823529411765,40.12,5223108,"00-0026300","Josh Johnson",2011,1.61555555555556,9
"josh rosen","Josh Rosen",2017,"QB",11,10,1,10,76,226,9,2,92,0,0.428571428571429,1.14285714285714,NA,NA,NA,14,0.181818181818182,-8.81818181818182,4.54545454545455,0.909090909090909,2.36363636363636,337.909090909091,25.6363636363636,41,8.24168514412417,-1.94,59.8636363636364,3886377,"00-0034343","Josh Rosen",2018,8.06571428571429,14
"joshua dobbs","Joshua Dobbs",2016,"QB",12,135,4,29,75,216,63,5,79,0,0.571428571428571,1.42857142857143,NA,NA,NA,70,0.75,59.4166666666667,11.5833333333333,1,2.16666666666667,221.25,16.8333333333333,26.5833333333333,8.32288401253919,5.1294964028777,60.275,546540,"00-0033949","Joshua Dobbs",2018,0.164,5
"justin fields","Justin Fields",2020,"QB",5,11,1,11,75,227,11,4,91,NA,NA,NA,NA,NA,NA,44,1,47.8,11,0.6,3,281.4,21.4,27.4,10.2700729927007,4.34545454545454,NA,4362887,"00-0036945","Justin Fields",2021,10.5666666666667,12
"justin herbert","Justin Herbert",2019,"QB",12,6,1,6,78,236,24,4,89,0,0.333333333333333,1,NA,NA,NA,26,0.0909090909090909,0.0909090909090909,3.81818181818182,0.416666666666667,2.58333333333333,261.666666666667,21.5,31.8333333333333,8.21989528795812,0.0238095238095238,71.875,4038941,"00-0036355","Justin Herbert",2020,22.1893333333333,15
"kedon slovis","Kedon Slovis",2023,"QB",8,NA,NA,NA,NA,NA,NA,NA,NA,0,0.666666666666667,1,NA,NA,NA,21,0.375,-5.125,3.625,0.75,1.5,214.5,19.125,33.25,6.45112781954887,-1.41379310344828,52.9875,4428512,"00-0039577","Kedon Slovis",2025,-0.04,2
"kellen mond","Kellen Mond",2020,"QB",8,66,3,2,75,211,67,8,77,0,1,2,NA,NA,NA,26,0.25,24.875,6.375,0.25,2.25,211.875,18.125,29.75,7.1218487394958,3.90196078431373,NA,4240904,"00-0036946","Kellen Mond",2021,0.2,1
"kellen moore","Kellen Moore",2011,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,-6.5,1.9,0.583333333333333,3.41666666666667,292.25,25,33.75,8.65925925925926,-3.42105263157895,82.7583333333333,232560,"00-0029234","Kellen Moore",2015,11.02,3
"kenny pickett","Kenny Pickett",2021,"QB",13,20,1,20,75,217,22,2,90,0,1,1.33333333333333,NA,NA,NA,58,0.384615384615385,18.5384615384615,7.46153846153846,0.538461538461538,3.23076923076923,332.230769230769,25.6923076923077,38.2307692307692,8.69014084507042,2.48453608247423,79.8384615384615,4240703,"00-0038102","Kenny Pickett",2022,11.5276923076923,13
"kevin hogan","Kevin Hogan",2015,"QB",13,162,5,23,75,218,200,9,52,NA,NA,NA,NA,NA,NA,59,0.384615384615385,24,6.07692307692308,0.538461538461538,1.84615384615385,203.384615384615,14.9230769230769,21.7692307692308,9.34275618374558,3.9493670886076,78.2,516357,"00-0032784","Kevin Hogan",2016,5.55333333333333,3
"kirk cousins","Kirk Cousins",2011,"QB",13,102,4,7,75,214,57,7,83,NA,NA,NA,NA,NA,NA,21,0,-5.63636363636364,3,0.538461538461538,1.84615384615385,232,18.4615384615385,28.3846153846154,8.17344173441735,-1.87878787878788,57.4769230769231,238910,"00-0029604","Kirk Cousins",2012,8.52,4
"kurt benkert","Kurt Benkert",2017,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.333333333333333,1.66666666666667,NA,NA,NA,15,0,-4.91666666666667,5.08333333333333,0.666666666666667,2.08333333333333,255.166666666667,23.5,39.4166666666667,6.47357293868922,-0.967213114754098,46.5666666666667,545645,"00-0034131","Kurt Benkert",2021,-0.1,1
"kyle allen","Kyle Allen",2017,"QB",4,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,1.5,NA,NA,NA,7,0,-4.66666666666667,3.66666666666667,1,1,187.75,20,26.25,7.15238095238095,-1.27272727272727,36.4,559681,"00-0034577","Kyle Allen",2018,13.27,2
"kyle lauletta","Kyle Lauletta",2016,"QB",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,9,0,-1,5,0,3,337,24,35,9.62857142857143,-0.2,0,548643,"00-0034369","Kyle Lauletta",2018,-2.2,1
"kyle trask","Kyle Trask",2020,"QB",9,64,2,32,77,236,65,7,78,0,0.5,1,NA,NA,NA,26,0,8.66666666666667,4.33333333333333,0.333333333333333,4.22222222222222,360.333333333333,25.5555555555556,35.7777777777778,10.0714285714286,2,NA,4034946,"00-0036928","Kyle Trask",2022,0.92,1
"kyler murray","Kyler Murray",2018,"QB",13,1,1,1,70,207,9,1,90,0,0.666666666666667,1,NA,NA,NA,75,0.846153846153846,68.6153846153846,9.46153846153846,0.538461538461538,3.07692307692308,312,18.4615384615385,26.0769230769231,11.9646017699115,7.2520325203252,NA,3917315,"00-0035228","Kyler Murray",2019,17.83,16
"lamar jackson","Lamar Jackson",2017,"QB",12,32,1,32,74,216,29,5,87,0,0.5,1.33333333333333,NA,NA,NA,68,1.41666666666667,120.25,17.3333333333333,0.5,2.08333333333333,290.75,20.0833333333333,33.25,8.74436090225564,6.9375,76.325,3916387,"00-0034796","Lamar Jackson",2018,10.2764705882353,17
"landry jones","Landry Jones",2012,"QB",12,115,4,18,76,225,90,8,74,NA,NA,NA,NA,NA,NA,5,0,-11.4444444444444,1.44444444444444,0.833333333333333,2.41666666666667,332.416666666667,27.6666666666667,42.25,7.86785009861933,-7.92307692307692,73.3083333333333,377845,"00-0030524","Landry Jones",2015,2.5575,8
"logan woodside","Logan Woodside",2017,"QB",13,249,7,31,73,213,210,10,51,0,1,1.5,NA,NA,NA,18,0.0769230769230769,5,3.53846153846154,0.384615384615385,2.15384615384615,289.076923076923,19.0769230769231,29.3846153846154,9.83769633507853,1.41304347826087,77.1384615384615,545910,"00-0034438","Logan Woodside",2020,0.256,5
"luke falk","Luke Falk",2017,"QB",12,199,6,25,76,215,96,8,71,0,1,1.33333333333333,NA,NA,NA,16,0,-12.25,5.58333333333333,1.08333333333333,2.5,299.416666666667,29.75,44.5,6.72846441947566,-2.19402985074627,53.5,550629,"00-0034412","Luke Falk",2019,2.88,3
"mac jones","Mac Jones",2020,"QB",9,15,1,15,75,217,15,5,90,0,0,1,NA,NA,NA,14,0.142857142857143,-0.142857142857143,3.14285714285714,0.333333333333333,3,345.888888888889,21.4444444444444,28.3333333333333,12.2078431372549,-0.0454545454545455,NA,4241464,"00-0036972","Mac Jones",2021,13.3344444444444,18
"malik willis","Malik Willis",2021,"QB",12,86,3,22,73,219,21,1,90,0,0.333333333333333,1,NA,NA,NA,56,0.916666666666667,68.3333333333333,15.75,1,2,218.833333333333,16.1666666666667,26.25,8.33650793650794,4.33862433862434,65.0833333333333,4242512,"00-0038128","Malik Willis",2022,2.76285714285714,7
"marcus mariota","Marcus Mariota",2014,"QB",12,2,1,2,76,222,5,2,93,NA,NA,NA,NA,NA,NA,61,0.916666666666667,53,8.91666666666667,0.166666666666667,3,289.166666666667,19.0833333333333,27.8333333333333,10.3892215568862,5.94392523364486,88.8166666666667,511459,"00-0032268","Marcus Mariota",2015,17.585,12
"mason rudolph","Mason Rudolph",2017,"QB",12,76,3,12,77,235,62,6,79,0,0.5,1,NA,NA,NA,16,0.833333333333333,2.41666666666667,4.66666666666667,0.75,2.91666666666667,379.416666666667,24.75,38.0833333333333,9.96280087527352,0.517857142857143,80.9727272727273,3116407,"00-0034771","Mason Rudolph",2019,10.88,10
"matt barkley","Matt Barkley",2012,"QB",11,98,4,1,75,227,43,3,87,NA,NA,NA,NA,NA,NA,11,0,-7.2,2.5,1.36363636363636,3.27272727272727,297.545454545455,22.3636363636364,35.1818181818182,8.45736434108527,-2.88,58.7,480322,"00-0030533","Matt Barkley",2013,0.6,3
"matt simms","Matt Simms",2011,"QB",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.333333333333333,-7.33333333333333,2.66666666666667,0.428571428571429,0,45.5714285714286,3.85714285714286,8.85714285714286,5.14516129032258,-2.75,40.9857142857143,238915,"00-0029151","Matt Simms",2013,3.31333333333333,3
"max brosmer","Max Brosmer",2024,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.666666666666667,1,NA,NA,NA,28,0.454545454545455,-3.18181818181818,6.09090909090909,0.416666666666667,1.41666666666667,218.166666666667,20.8333333333333,31.1666666666667,7,-0.522388059701492,62.2833333333333,4573398,"00-0040494","Max Brosmer",2025,0.602857142857143,7
"michael penix jr","Michael Penix Jr.",2023,"QB",13,8,1,8,74,216,43,6,85,0,1,2,NA,NA,NA,11,0.25,-1.5,2.41666666666667,0.692307692307692,2.53846153846154,324.461538461538,23.6153846153846,35.9230769230769,9.03211991434689,-0.620689655172414,80.6846153846154,4360423,"00-0039917","Michael Penix Jr.",2024,8.82,5
"mike glennon","Mike Glennon",2012,"QB",12,73,3,11,79,225,74,5,77,NA,NA,NA,NA,NA,NA,14,0.166666666666667,-12,4.41666666666667,1.16666666666667,2.5,304,24.5833333333333,42.5833333333333,7.13894324853229,-2.71698113207547,56.125,381967,"00-0030520","Mike Glennon",2013,12.1553846153846,13
"mike white","Mike White",2017,"QB",12,171,5,34,77,224,120,9,68,0,0.833333333333333,1.66666666666667,NA,NA,NA,10,0.5,-18.5833333333333,4.83333333333333,0.583333333333333,2,318.833333333333,28.5,43.4166666666667,7.34357005758157,-3.8448275862069,63.0583333333333,549804,"00-0034401","Mike White",2021,11.005,4
"nate sudfeld","Nate Sudfeld",2015,"QB",11,187,6,12,78,234,160,8,59,NA,NA,NA,NA,NA,NA,21,0.454545454545455,3.72727272727273,3.90909090909091,0.454545454545455,2.18181818181818,289.454545454545,19.9090909090909,32.8181818181818,8.81994459833795,0.953488372093023,68.3818181818182,535825,"00-0032792","Nate Sudfeld",2017,3.58,2
"nathan peterman","Nathan Peterman",2016,"QB",12,171,5,28,75,226,69,6,77,0,0.666666666666667,1.16666666666667,NA,NA,NA,42,0.166666666666667,24.25,5.75,0.5,2.16666666666667,216.833333333333,14.3333333333333,24,9.03472222222222,4.21739130434783,72.0583333333333,532065,"00-0033958","Nathan Peterman",2017,1.7,5
"nick foles","Nick Foles",2011,"QB",12,88,3,25,77,243,54,6,84,NA,NA,NA,NA,NA,NA,9,0,-8.58333333333333,3.58333333333333,1.16666666666667,2.33333333333333,361.166666666667,32.25,46.6666666666667,7.73928571428571,-2.3953488372093,63.1,238803,"00-0029567","Nick Foles",2012,12.3085714285714,7
"nick mullens","Nick Mullens",2016,"QB",10,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,1,NA,NA,NA,9,0.4,-4.3,4.9,1,2.2,292.6,21.8,34.4,8.50581395348837,-0.877551020408163,60.23,552880,"00-0033319","Nick Mullens",2018,15.435,8
"patrick mahomes","Patrick Mahomes",2016,"QB",12,10,1,10,74,225,44,3,85,0,0.166666666666667,1,NA,NA,NA,32,1,23.75,10.9166666666667,0.833333333333333,3.41666666666667,421,32.3333333333333,49.25,8.54822335025381,2.17557251908397,74.425,3139477,"00-0033873","Patrick Mahomes",2017,10.36,1
"paxton lynch","Paxton Lynch",2015,"QB",12,26,1,26,79,244,38,3,85,NA,NA,NA,NA,NA,NA,23,0.166666666666667,20,6.83333333333333,0.25,2.33333333333333,305.833333333333,23.3333333333333,33.8333333333333,9.03940886699507,2.92682926829268,76.7166666666667,534849,"00-0033108","Paxton Lynch",2016,9.46,3
"quinn ewers","Quinn Ewers",2024,"QB",10,231,7,15,74,214,111,7,69,0,1.33333333333333,1.33333333333333,NA,NA,NA,26,0.1,-3.5,3.6,0.7,2.4,230.7,20.6,30.6,7.53921568627451,-0.972222222222222,71.48,4889929,"00-0040234","Quinn Ewers",2025,8.295,4
"riley leonard","Riley Leonard",2024,"QB",12,189,6,13,76,216,183,9,54,0,0.5,1,NA,NA,NA,50,1.16666666666667,60.0833333333333,10.3333333333333,0.416666666666667,1.33333333333333,174.333333333333,16.1666666666667,24.4166666666667,7.13993174061433,5.81451612903226,76.25,4683423,"00-0040206","Riley Leonard",2025,6.2,5
"robert griffin iii","Robert Griffin III",2011,"QB",12,2,1,2,74,231,2,2,97,NA,NA,NA,NA,NA,NA,49,0.75,53.6666666666667,13.4166666666667,0.5,3,333.166666666667,22.25,30.75,10.8346883468835,4,79.1416666666667,378497,"00-0029665","Robert Griffin III",2012,20.435,16
"russell wilson","Russell Wilson",2011,"QB",13,75,3,12,71,204,104,8,69,NA,NA,NA,NA,NA,NA,46,0.384615384615385,24.6153846153846,5.61538461538461,0.230769230769231,2.38461538461538,221.461538461538,15.8461538461538,21.8461538461538,10.137323943662,4.38356164383562,87.4,238093,"00-0029263","Russell Wilson",2012,18.2888888888889,18
"ryan finley","Ryan Finley",2018,"QB",11,104,4,2,76,213,30,4,88,0,0,1,NA,NA,NA,9,0.0909090909090909,2.18181818181818,3.09090909090909,0.727272727272727,1.81818181818182,315.727272727273,25.5454545454545,37.7272727272727,8.36867469879518,0.705882352941176,NA,546288,"00-0035652","Ryan Finley",2019,8.22,3
"ryan griffin","Ryan Griffin",2012,"QB",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-14.1111111111111,3.55555555555556,1.22222222222222,2.22222222222222,307.888888888889,27.2222222222222,43.7777777777778,7.03299492385787,-3.96875,49.0555555555556,383463,"00-0029857","Ryan Griffin",2019,0.31,2
"ryan lindley","Ryan Lindley",2011,"QB",12,185,6,15,76,229,244,10,37,NA,NA,NA,NA,NA,NA,9,0,-5.18181818181818,1.45454545454545,0.666666666666667,1.66666666666667,228.333333333333,17.4166666666667,33.1666666666667,6.88442211055276,-3.5625,51.6916666666667,238239,"00-0029531","Ryan Lindley",2012,2.13,6
"ryan mallett","Ryan Mallett",2010,"QB",12,74,3,10,79,253,54,6,82,NA,NA,NA,NA,NA,NA,14,0.363636363636364,-4.18181818181818,3.63636363636364,0.916666666666667,2.5,299.333333333333,20.1666666666667,30.3333333333333,9.86813186813187,-1.15,68.975,232007,"00-0028012","Ryan Mallett",2012,-0.74,3
"ryan nassib","Ryan Nassib",2012,"QB",12,110,4,13,74,227,36,2,88,NA,NA,NA,NA,NA,NA,12,0.166666666666667,10.4166666666667,6.41666666666667,0.75,2,301.583333333333,23.5833333333333,37.3333333333333,8.078125,1.62337662337662,62.05,382584,"00-0030586","Ryan Nassib",2014,1.05,2
"ryan tannehill","Ryan Tannehill",2011,"QB",12,8,1,8,76,221,12,3,94,NA,NA,NA,NA,NA,NA,65,0.333333333333333,24.6666666666667,4.58333333333333,1.16666666666667,2.33333333333333,284.583333333333,25,40.9166666666667,6.95519348268839,5.38181818181818,65.5333333333333,232059,"00-0029701","Ryan Tannehill",2012,11.42875,16
"sam darnold","Sam Darnold",2017,"QB",13,3,1,3,75,221,4,1,94,0,1,1.42857142857143,NA,NA,NA,39,0.384615384615385,7.69230769230769,4.92307692307692,0.923076923076923,2,291.307692307692,21.3076923076923,33.4615384615385,8.70574712643678,1.5625,68.4333333333333,3912547,"00-0034869","Sam Darnold",2018,12.9307692307692,13
"sam ehlinger","Sam Ehlinger",2020,"QB",9,218,6,34,73,220,247,12,38,NA,NA,NA,NA,NA,NA,36,0.888888888888889,42.5555555555556,12,0.555555555555556,2.77777777777778,267.333333333333,20.4444444444444,34,7.86274509803922,3.5462962962963,72.6,4241820,"00-0036879","Sam Ehlinger",2021,0.3,3
"sam howell","Sam Howell",2021,"QB",11,144,5,1,73,218,50,5,85,0,1,1.75,NA,NA,NA,62,1,75,15.4545454545455,0.818181818181818,2.09090909090909,259.181818181818,18.6363636363636,29.7272727272727,8.71865443425076,4.85294117647059,72.1545454545455,4426875,"00-0037077","Sam Howell",2022,18.26,1
"scott tolzien","Scott Tolzien",2010,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.4,2.6,0.5,1.33333333333333,191.666666666667,15.1666666666667,20.4166666666667,9.38775510204082,-0.538461538461538,78.05,188112,"00-0028595","Scott Tolzien",2013,11.3933333333333,3
"sean clifford","Sean Clifford",2022,"QB",12,149,5,15,NA,NA,NA,NA,NA,0,0.5,1,NA,NA,NA,62,0.454545454545455,16.9090909090909,5.63636363636364,0.583333333333333,1.83333333333333,211.916666666667,17.5,27.5,7.70606060606061,3,67.7666666666667,4259592,"00-0038391","Sean Clifford",2023,0.64,2
"sean mannion","Sean Mannion",2014,"QB",12,89,3,25,78,229,108,4,68,NA,NA,NA,NA,NA,NA,8,0.0833333333333333,-25.5,4,0.666666666666667,1.25,263.666666666667,23.5,37.75,6.98454746136865,-6.375,47.3416666666667,504786,"00-0032245","Sean Mannion",2015,1.24,1
"sean renfree","Sean Renfree",2012,"QB",11,249,7,43,75,219,206,11,50,NA,NA,NA,NA,NA,NA,25,0.1,-5.6,3.6,0.727272727272727,1.63636363636364,250.454545454545,23.6363636363636,35.6363636363636,7.0280612244898,-1.55555555555556,54.6909090909091,381689,"00-0030569","Sean Renfree",2015,-0.98,2
"shane buechele","Shane Buechele",2020,"QB",10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,24,0.2,10.6,5.8,0.6,2.3,309.5,24.2,36.7,8.43324250681199,1.82758620689655,NA,4039034,"00-0036679","Shane Buechele",2025,3.92,1
"shedeur sanders","Shedeur Sanders",2024,"QB",12,144,5,6,74,212,35,2,87,0,0.25,1,NA,NA,NA,17,0.333333333333333,-1.33333333333333,7.58333333333333,0.666666666666667,2.91666666666667,327.166666666667,28.0833333333333,37.8333333333333,8.64757709251101,-0.175824175824176,75.375,4432762,"00-0040668","Shedeur Sanders",2025,10.6125,8
"spencer rattler","Spencer Rattler",2023,"QB",12,150,5,15,72,211,98,7,71,0,0,1.5,NA,NA,NA,28,0.333333333333333,8.5,8.16666666666667,0.666666666666667,1.58333333333333,265.5,22.9166666666667,33.25,7.98496240601504,1.04081632653061,62.0833333333333,4426339,"00-0039376","Spencer Rattler",2024,9.61142857142857,7
"t j yates","T.J. Yates",2010,"QB",12,152,5,21,76,221,209,11,46,NA,NA,NA,NA,NA,NA,24,0.166666666666667,-4.08333333333333,6.25,0.666666666666667,1.5,265.333333333333,21.5833333333333,31.9166666666667,8.31331592689295,-0.653333333333333,64.5666666666667,183674,"00-0028090","T.J. Yates",2011,6.885,8
"tanner mckee","Tanner McKee",2022,"QB",12,188,6,11,78,231,219,11,45,0,1,1.5,NA,NA,NA,19,0.181818181818182,-8.18181818181818,6.72727272727273,0.666666666666667,1.08333333333333,245.583333333333,22,35.5,6.91784037558685,-1.21621621621622,52.1666666666667,4685201,"00-0038400","Tanner McKee",2024,14.41,2
"taylor heinicke","Taylor Heinicke",2014,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.166666666666667,11.5833333333333,6.66666666666667,1.33333333333333,2.5,289.666666666667,24.0833333333333,38.0833333333333,7.60612691466083,1.7375,61.075,513949,"00-0031800","Taylor Heinicke",2017,0.6,1
"teddy bridgewater","Teddy Bridgewater",2013,"QB",11,32,1,32,74,214,28,3,89,NA,NA,NA,NA,NA,NA,20,0,3.36363636363636,4.63636363636364,0.272727272727273,2.27272727272727,297.090909090909,22.2727272727273,31.3636363636364,9.47246376811594,0.725490196078431,80.6090909090909,511614,"00-0031237","Teddy Bridgewater",2014,13.82,13
"tim boyle","Tim Boyle",2017,"QB",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0.5,3,0.5,1.5,261,26.5,40.5,6.44444444444444,0.166666666666667,0,546675,"00-0034177","Tim Boyle",2019,-0.0333333333333333,3
"tom savage","Tom Savage",2013,"QB",12,135,4,35,76,228,68,6,75,NA,NA,NA,NA,NA,NA,12,0.25,-17.3333333333333,6,0.75,1.75,236.166666666667,19.1666666666667,31.3333333333333,7.53723404255319,-2.88888888888889,53.675,514116,"00-0031064","Tom Savage",2014,0.24,2
"tommy devito","Tommy DeVito",2022,"QB",11,NA,NA,NA,NA,NA,NA,NA,NA,0,0.666666666666667,1,NA,NA,NA,18,0.416666666666667,5.83333333333333,5.25,0.333333333333333,1.25,199.75,19.4166666666667,27.8333333333333,7.17664670658683,1.11111111111111,64.7,4240391,"00-0038476","Tommy DeVito",2023,10.3933333333333,9
"tommy stevens","Tommy Stevens",2019,"QB",8,240,7,26,77,235,NA,NA,NA,0,1,1,NA,NA,NA,46,0.375,38.75,8.25,0.625,1.125,116.75,10,16.875,6.91851851851852,4.6969696969697,41.22,3791110,"00-0036433","Tommy Stevens",2020,2.4,1
"trace mcsorley","Trace McSorley",2018,"QB",12,197,6,24,72,202,259,11,46,0,0.666666666666667,1,NA,NA,NA,51,0.916666666666667,60.3333333333333,12.5,0.5,1.33333333333333,190.416666666667,14.6666666666667,27.4166666666667,6.94528875379939,4.82666666666667,70.15,3116172,"00-0035146","Trace McSorley",2019,0.1,1
"trevone boykin","Trevone Boykin",2015,"QB",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0.818181818181818,55.6363636363636,11.1818181818182,0.909090909090909,2.81818181818182,325,23.3636363636364,36,9.02777777777778,4.97560975609756,77.3545454545455,517127,"00-0032462","Trevone Boykin",2016,1.975,4
"trevor lawrence","Trevor Lawrence",2020,"QB",8,1,1,1,78,213,1,1,97,0,1,1,NA,NA,NA,22,0.75,15.125,5.5,0.375,2.5,303.875,21.625,31.25,9.724,2.75,NA,4360310,"00-0036971","Trevor Lawrence",2021,11.7082352941176,17
"trevor siemian","Trevor Siemian",2014,"QB",11,250,7,33,75,220,NA,24,30,NA,NA,NA,NA,NA,NA,16,0.454545454545455,-11.1818181818182,6.18181818181818,1,0.636363636363636,201.272727272727,20.7272727272727,35.6363636363636,5.64795918367347,-1.80882352941176,39.6,500419,"00-0032156","Trevor Siemian",2015,-0.1,1
"tua tagovailoa","Tua Tagovailoa",2019,"QB",9,5,1,5,72,217,7,2,93,0,1,1,NA,NA,NA,25,0.222222222222222,1.88888888888889,2.55555555555556,0.333333333333333,3.66666666666667,315.555555555556,20,28,11.2698412698413,0.739130434782609,91.4285714285714,4241479,"00-0036212","Tua Tagovailoa",2020,13.546,10
"tyler bray","Tyler Bray",2012,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-3.4,1.5,1,2.83333333333333,301,22.3333333333333,37.5833333333333,8.00886917960089,-2.26666666666667,62.575,501546,"00-0030151","Tyler Bray",2017,-2,1
"tyler huntley","Tyler Huntley",2019,"QB",12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.333333333333333,1,NA,NA,NA,22,0.416666666666667,21.25,6.16666666666667,0.166666666666667,1.33333333333333,231.083333333333,15.6666666666667,20.75,11.136546184739,3.44594594594595,81.925,4035671,"00-0035993","Tyler Huntley",2020,2.83333333333333,3
"tyler shough","Tyler Shough",2024,"QB",12,40,2,8,77,219,58,4,84,0,1,1,NA,NA,NA,46,0.0909090909090909,1.72727272727273,3.81818181818182,0.5,1.91666666666667,266.25,20.3333333333333,32.4166666666667,8.2133676092545,0.452380952380952,75.5333333333333,4360689,"00-0040743","Tyler Shough",2025,14.36,11
