"player_id","season","games","sacks_suffered_pg","sack_yards_lost_pg","sack_fumbles_pg","sack_fumbles_lost_pg","carries_pg","rushing_yards_pg","rushing_tds_pg","rushing_fumbles_pg","rushing_fumbles_lost_pg","rushing_first_downs_pg","rushing_epa_pg","rushing_2pt_conversions_pg","receptions_pg","targets_pg","receiving_yards_pg","receiving_tds_pg","receiving_fumbles_pg","receiving_fumbles_lost_pg","receiving_air_yards_pg","receiving_yards_after_catch_pg","receiving_first_downs_pg","receiving_epa_pg","receiving_2pt_conversions_pg","racr_pg","target_share_pg","air_yards_share_pg","wopr_pg","fumble_recovery_own_pg","fumble_recovery_yards_own_pg","fumble_recovery_tds_pg","penalties_pg","penalty_yards_pg"
"00-0037248",2025,19,0,0,0,0,18.3157894736842,93.8947368421053,0.631578947368421,0.368421052631579,0.210526315789474,4.15789473684211,-0.0437161655364072,0,1.94736842105263,2.42105263157895,16.8421052631579,0.105263157894737,0,0,3,15.7368421052632,0.631578947368421,0.479824194151661,0,-1.03145691247514,0.0817991017161497,0.00548046670753531,0.126534979269499,0.0526315789473684,0.0526315789473684,0,0.0526315789473684,0.263157894736842
"00-0037256",2025,17,0,0,0,0,7.76470588235294,33.6470588235294,0.235294117647059,0,0,2.17647058823529,0.613455494723836,0,2.35294117647059,2.64705882352941,12.8235294117647,0,0,0,-6,19.3529411764706,0.588235294117647,-0.106557750584708,0,-2.17468756733463,0.0826129388369553,-0.0265031962280963,0.105367170895766,0.176470588235294,0.176470588235294,0,0,0
"00-0037258",2025,5,0,0,0,0,2.8,7.2,0,0,0,0.2,-1.2925261297496,0,0,0.2,0,0,0,0,-0.8,0,0,-0.631294521968812,0,0,0.0074074074074074,-0.00465116279069768,0.00785529715762274,0,0,0,0,0
"00-0037263",2025,17,0,0,0,0,8.41176470588235,30.2352941176471,0.470588235294118,0,0,2.11764705882353,-0.67969062545861,0,0.823529411764706,0.941176470588235,5.64705882352941,0,0,0,-1.52941176470588,7.05882352941176,0.176470588235294,0.2782841326145,0,-0.986666666666667,0.0321360538636164,-0.00674174760287623,0.0434848574734113,0,0,0,0,0
"00-0037267",2025,13,0,0,0,0,1.84615384615385,5.61538461538461,0,0,0,0.384615384615385,-0.335217870383833,0,2,2.46153846153846,7.92307692307692,0,0,0,-3.76923076923077,11.8461538461538,0.307692307692308,-0.507958681916454,0,-2.42867965367965,0.0725140784168071,-0.0143942904676021,0.0986951142978893,0,0,0,0,0
"00-0037276",2025,3,0,0,0,0,5.66666666666667,15.6666666666667,0,0,0,0.333333333333333,-2.75315975036938,0,1,1.33333333333333,3.66666666666667,0,0,0,-6.66666666666667,9,0.333333333333333,-0.839005224443856,0,-0.55,0.0444444444444443,-0.0336700336700337,0.043097643097643,0,0,0,0,0
"00-0037329",2025,2,0,0,0,0,2.5,18.5,0.5,0,0,1,2.59840525046457,0,0,0.5,0,0,0,0,2,0,0,-0.166052983433474,0,0,0.0147058823529412,0.00677966101694915,0.0268045862412762,0,0,0,0,0
"00-0037525",2025,16,0,0,0,0,9.9375,47.375,0.375,0.125,0.0625,2.9375,-0.360840904273574,0,0.875,1,3.1875,0,0.0625,0,-3.25,6.375,0.0625,-0.511970344041059,0,-1.25672514619883,0.0350684769190522,-0.0152367896092142,0.0419369626521284,0.0625,0.0625,0,0,0
"00-0037557",2025,9,0,0,0,0,1,5.11111111111111,0,0,0,0.333333333333333,-0.546610395191239,0,0,0.111111111111111,0,0,0,0,0.444444444444444,0,0,-0.626336372224614,0,0,0.00326797385620916,0.00103359173126615,0.00562547499620003,0,0,0,0,0
"00-0037563",2025,10,0,0,0,0,5.2,25,0.2,0,0,1.1,0.0903769271713421,0,0.2,0.5,1.6,0,0,0,1.8,0.6,0,-2.40598790571676,0,0.615384615384615,0.0141269841269841,0.00601904545109644,0.0254038080062437,0,0,0,0.1,1
