"player_key","games","fumbles_rec","fumbles_lost","fumbles_fum","interceptions_td","interceptions_yds","interceptions_int","receiving_td","receiving_yds","receiving_rec","rushing_td","rushing_yds","rushing_car","receiving_long","rushing_long","receiving_avg","rushing_avg","nfl_player_id","nfl_name","nfl_rookie_season","avg_weekly_ppr","n_weeks"
"de michael harris",11,0,2,3,0,0,0,3,297,30,5,541,113,74,60,9.9,4.78761061946903,"00-0035848","De'Michael Harris",2020,3.21428571428571,7
"dede westbrook",12,0,1,1,0,0,0,16,1465,74,0,84,7,88,35,19.7972972972973,12,"00-0033839","Dede Westbrook",2017,8.24,10
"demario douglas",12,0,0,3,0,0,0,6,977,72,1,105,5,51,75,13.5694444444444,21,"00-0038621","DeMario Douglas",2023,7.65714285714286,14
"dennis houston",2,0,1,1,0,0,0,2,237,12,0,0,0,75,NA,19.75,NA,"00-0037570","Dennis Houston",2022,1.8,2
"denzel mims",12,0,1,2,0,0,0,11,945,61,0,0,0,46,NA,15.4918032786885,NA,"00-0036255","Denzel Mims",2020,6.74444444444444,9
"deon cain",13,0,0,0,0,0,0,6,659,52,0,0,0,61,NA,12.6730769230769,NA,"00-0034406","Deon Cain",2019,1.94545454545455,11
"deontay burnett",13,0,0,0,0,0,0,9,975,74,0,-2,2,42,3,13.1756756756757,-1,"00-0034653","Deontay Burnett",2018,4.86,5
"derius davis",12,0,1,1,0,0,0,5,418,35,1,28,2,80,27,11.9428571428571,14,"00-0038573","Derius Davis",2023,2.21764705882353,17
"derrick willies",6,0,0,0,0,0,0,3,304,18,0,0,1,75,0,16.8888888888889,0,"00-0034258","Derrick Willies",2018,9.1,1
"devaughn vele",10,0,0,0,0,0,0,3,593,43,0,0,0,68,NA,13.7906976744186,NA,"00-0039424","Devaughn Vele",2024,7.60714285714286,14
"deven thompkins",13,0,0,0,0,0,0,9,1589,96,0,27,5,75,17,16.5520833333333,5.4,"00-0037487","Deven Thompkins",2022,1.8,6
"devin duvernay",12,0,0,0,0,0,0,8,1294,103,1,32,9,75,13,12.5631067961165,3.55555555555556,"00-0036331","Devin Duvernay",2020,3.12352941176471,17
"devin smith",11,0,2,3,0,0,0,6,461,36,0,6,1,71,6,12.8055555555556,6,"00-0031934","Devin Smith",2019,7.43333333333333,3
"devon allen",3,0,0,0,0,0,0,1,141,4,0,13,3,77,6,35.25,4.33333333333333,"00-0037039","Devon Allen",2023,0,1
"devonta smith",9,0,0,0,0,0,0,15,1305,80,1,11,3,66,14,16.3125,3.66666666666667,"00-0036912","DeVonta Smith",2021,10.9777777777778,18
"devontez walker",8,0,1,2,0,0,0,7,699,41,0,23,3,56,20,17.0487804878049,7.66666666666667,"00-0039792","Devontez Walker",2024,3.03333333333333,3
"dez fitzpatrick",10,0,1,1,0,0,0,3,756,37,0,0,0,82,NA,20.4324324324324,NA,"00-0036627","Dez Fitzpatrick",2021,5.3,3
"dezmon patmon",12,0,1,1,0,0,0,7,740,55,0,0,0,48,NA,13.4545454545455,NA,"00-0036228","Dezmon Patmon",2021,2.525,4
"dillon stoner",9,0,0,0,0,0,0,0,283,29,0,0,0,29,NA,9.75862068965517,NA,"00-0036526","Dillon Stoner",2021,0,2
"diontae johnson",12,0,0,1,0,0,0,7,663,43,0,17,2,80,11,15.4186046511628,8.5,"00-0035216","Diontae Johnson",2019,10.31875,16
"dj turner",10,0,0,3,0,0,0,2,552,39,0,38,8,64,18,14.1538461538462,4.75,"00-0036527","DJ Turner",2022,0.52,5
"dominic lovett",12,0,1,2,0,0,0,6,571,53,0,0,0,38,NA,10.7735849056604,NA,"00-0040241","Dominic Lovett",2025,0,2
"donovan peoples jones",10,0,1,2,0,0,0,6,404,33,0,-9,1,41,0,12.2424242424242,-9,"00-0036233","Donovan Peoples-Jones",2020,4.53571428571429,14
"dontayvion wicks",8,0,1,1,0,0,0,2,430,30,0,0,0,44,NA,14.3333333333333,NA,"00-0038393","Dontayvion Wicks",2023,7.66235294117647,17
"drake london",8,0,0,0,0,0,0,7,1084,88,0,2,1,44,2,12.3181818181818,2,"00-0037238","Drake London",2022,10.5058823529412,17
"dyami brown",10,0,0,0,0,0,0,8,917,50,0,0,0,54,NA,18.34,NA,"00-0036626","Dyami Brown",2021,2.81,10
"dylan drummond",9,0,1,1,0,0,0,3,440,30,0,0,0,45,NA,14.6666666666667,NA,"00-0038953","Dylan Drummond",2025,1.86666666666667,6
"easop winston",12,0,2,2,0,0,0,11,927,80,0,0,0,39,NA,11.5875,NA,"00-0036080","Easop Winston",2021,0.5,3
"efton chism iii",12,0,0,0,0,0,0,13,1300,119,0,0,0,67,NA,10.9243697478992,NA,"00-0040563","Efton Chism III",2025,1.95,10
"elic ayomanor",12,0,0,0,0,0,0,6,831,63,0,0,0,60,NA,13.1904761904762,NA,"00-0040170","Elic Ayomanor",2025,7.28125,16
"elijah cooks",11,0,0,0,0,0,0,10,989,64,0,0,0,52,NA,15.453125,NA,"00-0038667","Elijah Cooks",2023,1.7,4
"elijah moore",2,0,0,0,0,0,0,0,17,2,0,0,0,13,NA,8.5,NA,"00-0036980","Elijah Moore",2021,12.5636363636364,11
"emeka egbuka",12,0,0,0,0,0,0,9,743,60,0,21,5,68,13,12.3833333333333,4.2,"00-0040129","Emeka Egbuka",2025,11.5117647058824,17
"equanimeous st brown",11,0,0,0,0,0,0,4,468,31,0,0,0,75,NA,15.0967741935484,NA,"00-0034279","Equanimeous St. Brown",2018,4.93636363636364,11
"erik ezukanma",11,0,0,0,0,0,0,4,705,48,2,138,10,75,45,14.6875,13.8,"00-0038092","Erik Ezukanma",2022,1.3,1
"frank darby",2,0,0,0,0,0,0,1,46,6,0,0,0,15,NA,7.66666666666667,NA,"00-0036951","Frank Darby",2021,0.6,4
"freddie swain",11,0,0,1,0,0,0,7,496,35,0,27,4,64,10,14.1714285714286,6.75,"00-0036247","Freddie Swain",2020,3.19285714285714,14
"gage larvadain",9,0,0,0,0,0,0,1,220,18,0,10,1,44,10,12.2222222222222,10,"00-0040259","Gage Larvadain",2025,1.10769230769231,13
"garrett wilson",11,0,0,0,0,0,0,12,1058,70,1,76,4,77,51,15.1142857142857,19,"00-0037740","Garrett Wilson",2022,12.6882352941176,17
"gehrig dieter",11,0,0,0,0,0,0,4,204,14,0,0,0,45,NA,14.5714285714286,NA,"00-0033474","Gehrig Dieter",2018,1.325,4
"george pickens",2,0,0,0,0,0,0,0,46,3,0,0,0,37,NA,15.3333333333333,NA,"00-0037247","George Pickens",2022,9.79411764705882,17
"grant dubose",11,0,0,1,0,0,0,9,792,64,0,0,0,52,NA,12.375,NA,"00-0038507","Grant DuBose",2024,1.55,2
"greg dortch",12,0,1,2,0,0,0,8,1078,89,0,20,5,54,11,12.1123595505618,4,"00-0035500","Greg Dortch",2019,0,2
"henry ruggs iii",11,0,0,0,0,0,0,7,719,38,1,75,1,81,75,18.9210526315789,75,"00-0036357","Henry Ruggs III",2020,6.46923076923077,13
"hunter renfrow",13,1,0,0,0,0,0,1,472,43,0,0,0,40,NA,10.9767441860465,NA,"00-0034983","Hunter Renfrow",2019,10.2692307692308,13
"ihmir smith marsette",6,0,0,1,0,0,0,2,205,18,1,56,6,20,31,11.3888888888889,9.33333333333333,"00-0036635","Ihmir Smith-Marsette",2021,4.76666666666667,6
"irvin charles",5,0,0,0,0,0,0,0,4,1,0,0,0,4,NA,4,NA,"00-0037156","Irvin Charles",2023,0,6
"isaac teslaa",9,0,1,1,0,0,0,3,438,25,0,0,0,75,NA,17.52,NA,"00-0040669","Isaac TeSlaa",2025,5.42142857142857,14
"isaac whitney",3,0,0,0,0,0,0,0,32,3,0,0,0,17,NA,10.6666666666667,NA,"00-0033449","Isaac Whitney",2017,0,1
"isaiah bond",11,0,0,0,0,0,0,5,510,32,1,98,4,56,44,15.9375,24.5,"00-0040782","Isaiah Bond",2025,3.64666666666667,15
"isaiah coulter",2,0,0,0,0,0,0,1,205,11,0,0,0,51,NA,18.6363636363636,NA,"00-0036308","Isaiah Coulter",2021,0,1
"isaiah ford",12,0,0,0,0,0,0,7,1038,73,0,19,4,53,26,14.2191780821918,4.75,"00-0033471","Isaiah Ford",2018,0,1
"isaiah hodgins",12,0,0,0,0,0,0,13,1171,86,0,0,0,42,NA,13.6162790697674,NA,"00-0036165","Isaiah Hodgins",2022,11.4545454545455,11
"isaiah mckenzie",12,0,2,3,0,0,0,7,530,40,2,131,18,66,55,13.25,7.27777777777778,"00-0033466","Isaiah McKenzie",2017,0.663636363636364,11
"isaiah williams",12,0,3,3,0,0,0,5,1055,82,0,38,12,67,5,12.8658536585366,3.16666666666667,"00-0039451","Isaiah Williams",2024,0.325,8
"isaiah wright",12,0,1,4,0,0,0,5,440,46,0,48,5,29,34,9.56521739130435,9.6,"00-0036142","Isaiah Wright",2020,4.025,12
"isaiah zuber",9,0,0,1,0,0,0,2,211,14,0,4,3,38,4,15.0714285714286,1.33333333333333,"00-0036100","Isaiah Zuber",2020,1.75,4
"ishmael hyman",1,0,0,0,0,0,0,0,49,3,0,0,0,27,NA,16.3333333333333,NA,"00-0034922","Ishmael Hyman",2019,2.7,2
"j j jones",11,0,0,0,0,0,0,6,570,34,0,0,0,53,NA,16.7647058823529,NA,"00-0034560","J.J. Jones",2018,0.325,4
"j j koski",1,0,0,0,0,0,0,0,61,2,0,0,0,53,NA,30.5,NA,"00-0035935","J.J. Koski",2021,0,3
"j mon moore",12,0,0,0,0,0,0,10,1017,60,0,0,0,71,NA,16.95,NA,"00-0034268","J'Mon Moore",2018,0.5,7
"ja lynn polk",11,0,1,1,0,0,0,8,1000,60,1,31,3,92,27,16.6666666666667,10.3333333333333,"00-0039907","Ja'Lynn Polk",2024,2.33571428571429,14
"ja marcus bradley",11,0,0,0,0,0,0,7,760,48,0,0,0,74,NA,15.8333333333333,NA,"00-0036110","Ja'Marcus Bradley",2020,11,1
"ja marr chase",11,0,1,1,0,0,0,17,1457,70,0,0,0,78,NA,20.8142857142857,NA,"00-0036900","Ja'Marr Chase",2021,17.8857142857143,21
"jack bech",12,0,0,0,0,0,0,9,1034,62,0,7,0,52,7,16.6774193548387,NA,"00-0040729","Jack Bech",2025,3.02857142857143,14
"jacob cowing",12,0,1,2,0,0,0,11,687,82,0,26,5,37,9,8.37804878048781,5.2,"00-0039365","Jacob Cowing",2024,0.846666666666667,15
"jacob harris",9,0,0,0,0,0,0,7,472,26,0,0,0,55,NA,18.1538461538462,NA,"00-0036918","Jacob Harris",2021,0,2
"jacoby jones",6,0,0,0,0,0,0,2,327,22,0,0,0,40,NA,14.8636363636364,NA,"00-0040317","Jacoby Jones",2025,3.5,1
"jaelon darden",8,0,0,0,0,0,0,15,1017,66,0,0,0,75,NA,15.4090909090909,NA,"00-0036877","Jaelon Darden",2021,1.03636363636364,11
"jahan dotson",12,0,0,1,0,0,0,12,1182,91,1,18,6,86,7,12.989010989011,3,"00-0037741","Jahan Dotson",2022,10.8833333333333,12
"jahdae walker",9,0,0,0,0,0,0,2,299,26,0,12,3,40,6,11.5,4,"00-0040277","Jahdae Walker",2025,4.45,6
"jake bobo",12,0,1,1,0,0,0,7,789,54,0,0,0,40,NA,14.6111111111111,NA,"00-0038752","Jake Bobo",2023,4.06428571428571,14
"jakobi meyers",10,0,0,0,0,0,0,3,932,82,0,-9,3,39,3,11.3658536585366,-3,"00-0034960","Jakobi Meyers",2019,5.62727272727273,11
"jakobie keeney james",12,0,0,0,0,0,0,6,870,51,0,0,0,75,NA,17.0588235294118,NA,"00-0040388","Jakobie Keeney-James",2025,3.5,1
"jaleel scott",11,0,1,1,0,0,0,8,1042,73,0,0,0,41,NA,14.2739726027397,NA,"00-0034267","Jaleel Scott",2019,1.6,1
"jalen brooks",12,0,1,1,0,0,0,1,504,33,1,51,4,54,24,15.2727272727273,12.75,"00-0038640","Jalen Brooks",2023,4.13333333333333,3
"jalen camp",7,0,0,0,0,0,0,3,295,20,0,0,0,59,NA,14.75,NA,"00-0036858","Jalen Camp",2021,0,1
"jalen coker",11,0,0,0,0,0,0,15,1035,59,0,3,2,74,2,17.5423728813559,1.5,"00-0039491","Jalen Coker",2024,8.41454545454545,11
"jalen cropper",12,0,0,0,0,0,0,5,958,71,0,22,6,75,27,13.4929577464789,3.66666666666667,"00-0038740","Jalen Cropper",2025,0,2
"jalen guyton",12,0,0,0,0,0,0,5,702,50,0,0,0,53,NA,14.04,NA,"00-0035414","Jalen Guyton",2019,0,1
"jalen mcmillan",5,0,1,1,0,0,0,3,468,34,1,21,2,45,19,13.7647058823529,10.5,"00-0039855","Jalen McMillan",2024,10.1071428571429,14
"jalen nailor",8,0,0,0,0,0,0,6,587,31,0,-3,1,65,0,18.9354838709677,-3,"00-0037291","Jalen Nailor",2022,4.1125,8
"jalen reagor",12,0,3,6,0,0,0,5,611,43,0,89,14,55,29,14.2093023255814,6.35714285714286,"00-0036387","Jalen Reagor",2020,7.92727272727273,11
"jalen royals",7,0,0,0,0,0,0,6,834,55,0,3,1,75,3,15.1636363636364,3,"00-0040646","Jalen Royals",2025,1.2,2
"jalen tolbert",12,0,1,1,0,0,0,8,1474,82,0,0,0,68,NA,17.9756097560976,NA,"00-0037666","Jalen Tolbert",2022,1.06666666666667,3
"jalen virgil",11,0,0,1,0,0,0,0,151,12,0,0,1,40,0,12.5833333333333,0,"00-0037387","Jalen Virgil",2022,2.21428571428571,7
"jalin hyatt",12,0,0,0,0,0,0,15,1267,67,0,0,1,78,0,18.910447761194,0,"00-0038938","Jalin Hyatt",2023,4.63846153846154,13
"jamari thrash",12,0,1,1,0,0,0,6,858,63,1,12,1,85,12,13.6190476190476,12,"00-0039379","Jamari Thrash",2024,0.866666666666667,6
"james proche",12,0,0,2,0,0,0,14,1139,102,0,18,4,52,12,11.1666666666667,4.5,"00-0036133","James Proche",2020,0.184615384615385,13
"james washington",12,0,1,1,0,0,0,12,1423,69,1,12,3,86,11,20.6231884057971,4,"00-0034676","James Washington",2018,3.64166666666667,12
"jameson williams",13,0,1,2,0,0,0,15,1445,68,0,5,2,94,4,21.25,2.5,"00-0037240","Jameson Williams",2022,2.51666666666667,6
"janarion grant",7,0,1,1,0,0,0,1,167,16,1,74,7,40,65,10.4375,10.5714285714286,"00-0034307","Janarion Grant",2018,0,2
"jared wayne",11,0,1,1,0,0,0,5,1006,55,0,0,0,66,NA,18.2909090909091,NA,"00-0038728","Jared Wayne",2024,0,1
"jason brownlee",12,0,0,0,0,0,0,7,819,52,0,0,0,76,NA,15.75,NA,"00-0038492","Jason Brownlee",2023,4.15,4
"jauan jennings",12,0,0,1,0,0,0,8,942,57,1,46,12,51,22,16.5263157894737,3.83333333333333,"00-0036259","Jauan Jennings",2021,5.78125,16
"javon baker",12,0,0,0,0,0,0,6,966,43,0,0,0,86,NA,22.4651162790698,NA,"00-0039853","Javon Baker",2024,0.366666666666667,6
"javon wims",12,0,0,0,0,0,0,6,635,39,0,0,0,38,NA,16.2820512820513,NA,"00-0034426","Javon Wims",2018,3.6,2
"jawill davis",1,0,0,0,0,0,0,0,48,5,0,0,0,14,NA,9.6,NA,"00-0034499","Jawill Davis",2018,1.14285714285714,7
"jaxon smith njigba",3,0,0,0,0,0,0,0,43,5,0,0,0,21,NA,8.6,NA,"00-0038543","Jaxon Smith-Njigba",2023,8.81176470588235,17
"jayden higgins",12,0,0,0,0,0,0,9,1068,80,0,0,0,39,NA,13.35,NA,"00-0040130","Jayden Higgins",2025,7.80526315789474,19
"jayden reed",11,0,2,3,0,0,0,5,636,55,0,11,4,35,17,11.5636363636364,2.75,"00-0039146","Jayden Reed",2023,12.5333333333333,18
"jaylen waddle",5,0,0,0,0,0,0,4,557,25,0,12,3,90,11,22.28,4,"00-0036613","Jaylen Waddle",2021,15.4875,16
"jaylin lane",12,0,1,4,0,0,0,2,466,38,2,116,18,66,24,12.2631578947368,6.44444444444444,"00-0040164","Jaylin Lane",2025,3.41333333333333,15
"jaylin noel",12,0,1,2,0,0,0,6,1013,68,0,20,6,75,9,14.8970588235294,3.33333333333333,"00-0040138","Jaylin Noel",2025,3.6,19
"jeff badet",13,0,1,2,0,0,0,3,396,25,0,32,5,54,24,15.84,6.4,"00-0034207","Jeff Badet",2020,0,1
"jehu chesson",12,0,1,1,0,0,0,2,469,31,1,61,11,40,17,15.1290322580645,5.54545454545455,"00-0033464","Jehu Chesson",2017,0.542857142857143,7
"jermaine burton",11,0,1,1,0,0,0,8,777,35,0,0,0,68,NA,22.2,NA,"00-0039810","Jermaine Burton",2024,1.8375,8
"jermaine jackson",11,1,1,7,0,0,0,1,507,43,0,89,6,42,31,11.7906976744186,14.8333333333333,"00-0039614","Jermaine Jackson",2024,-0.025,4
"jerry jeudy",12,0,0,0,0,0,0,9,959,71,0,0,0,44,NA,13.5070422535211,NA,"00-0036407","Jerry Jeudy",2020,9.85,16
"jeshaun jones",11,0,0,3,0,0,0,4,747,53,0,0,0,64,NA,14.0943396226415,NA,"00-0039710","Jeshaun Jones",2025,0,1
"jha quan jackson",10,0,0,1,0,0,0,4,439,26,0,51,5,48,24,16.8846153846154,10.2,"00-0039392","Jha'Quan Jackson",2024,0.108333333333333,12
"jimmy horn jr",9,0,0,2,0,0,0,1,434,33,0,3,1,69,3,13.1515151515152,3,"00-0040218","Jimmy Horn Jr.",2025,2.60909090909091,11
"joe reed",12,0,1,1,0,0,0,6,627,70,0,28,6,43,22,8.95714285714286,4.66666666666667,"00-0036377","Joe Reed",2020,0.89,10
"john hightower",12,0,0,0,0,0,0,7,859,45,0,132,13,76,35,19.0888888888889,10.1538461538462,"00-0036398","John Hightower",2020,2.88,10
"john ross",13,1,1,2,0,0,0,17,1122,76,1,102,8,70,32,14.7631578947368,12.75,"00-0033460","John Ross",2017,-0.266666666666667,3
"john ursua",12,0,0,0,0,0,0,16,1343,89,1,4,2,80,3,15.0898876404494,2,"00-0035597","John Ursua",2019,2.1,1
"johnny wilson",9,0,0,0,0,0,0,2,617,41,0,0,0,44,NA,15.0487804878049,NA,"00-0039236","Johnny Wilson",2024,1.34545454545455,11
"jojo natson",12,0,1,1,0,0,0,10,837,59,0,6,4,50,13,14.1864406779661,1.5,"00-0033266","JoJo Natson",2017,0.757142857142857,7
"jonathan mingo",11,0,1,1,0,0,0,5,809,48,1,-7,4,72,2,16.8541666666667,-1.75,"00-0039062","Jonathan Mingo",2023,5.65333333333333,15
"jordan addison",11,0,0,3,0,0,0,8,875,59,0,33,4,75,17,14.8305084745763,8.25,"00-0038994","Jordan Addison",2023,13.0176470588235,17
"jordan veasy",12,0,0,0,0,0,0,6,491,38,0,0,0,51,NA,12.9210526315789,NA,"00-0034669","Jordan Veasy",2021,0,1
"jordan watkins",11,0,0,0,0,0,0,7,726,42,0,20,3,75,19,17.2857142857143,6.66666666666667,"00-0040172","Jordan Watkins",2025,2.3,2
"jordan whittington",12,0,1,1,0,0,0,1,435,38,0,16,2,31,20,11.4473684210526,8,"00-0039751","Jordan Whittington",2024,3.41875,16
"josh ali",10,0,2,2,0,0,0,3,601,41,1,13,3,62,11,14.6585365853659,4.33333333333333,"00-0038149","Josh Ali",2022,0,1
"josh downs",11,0,0,1,0,0,0,11,1029,94,0,0,0,43,NA,10.9468085106383,NA,"00-0038997","Josh Downs",2023,9.24117647058823,17
"josh malone",12,0,0,0,0,0,0,10,852,45,0,0,0,67,NA,18.9333333333333,NA,"00-0033859","Josh Malone",2017,2.05555555555556,9
"josh palmer",8,0,0,0,0,0,0,4,367,26,0,0,0,36,NA,14.1153846153846,NA,"00-0036988","Josh Palmer",2021,6.19333333333333,15
"josh reynolds",12,0,0,0,0,0,0,10,885,49,0,0,0,92,NA,18.0612244897959,NA,"00-0033943","Josh Reynolds",2017,2.49090909090909,11
