player_id,player_display_name,season,games,overall,round,pick,height,weight,pre_draft_ranking,pre_draft_position_ranking,pre_draft_grade,carries_pg,rushing_yards_pg,rushing_tds_pg,receptions_pg,receiving_yards_pg,receiving_tds_pg,fumble_recovery_own_pg,rushing_fumbles_lost_pg,rushing_fumbles_pg,target_fp_ppr,target_games,college_flag
00-0035676,A.J. Brown,2018,12,51,2,19,73,226,45,5,85,0,0,0,7.08333333333333,112.916666666667,0.5,0,0,1,12.0736842105263,19,1
00-0029654,A.J. Jenkins,2011,12,30,1,30,72,190,62,7,82,2,5,0,7,99.6666666666667,0.583333333333333,0,0,0,0,1,1
00-0038612,A.T. Perry,2022,12,195,6,18,76,198,107,14,68,0,0,0,5.83333333333333,81.6666666666667,0.916666666666667,0,0,0,7.575,8,1
00-0032441,Aaron Burbridge,2015,13,213,6,38,72,206,134,16,62,1.5,9,0,6.15384615384615,93.7692307692308,0.538461538461538,0,0,0,1.05333333333333,15,1
00-0030540,Aaron Dobson,2012,10,59,2,27,75,210,62,9,80,0,0,0,5.7,67.9,0.3,0,0,0,9.85,12,1
00-0030550,Ace Sanders,2012,12,101,4,4,67,173,171,20,56,1,0.333333333333333,0,3.27272727272727,39.9090909090909,0.636363636363636,0,0,0,7.376,15,1
00-0032009,Adam Humphries,2014,12,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.25,0.25,2.08333333333333,14.6666666666667,0,0,0,0,5.36363636363636,11,1
00-0039890,Adonai Mitchell,2023,13,52,2,20,74,205,29,6,88,1,0.5,0,3.92307692307692,62.5384615384615,0.769230769230769,0,0,1,3.16235294117647,17,1
00-0039747,Ainias Smith,2023,12,152,5,17,70,200,230,30,47,1.25,5.25,0,4.41666666666667,66.25,0.166666666666667,0,0,1.25,5.9,3,1
00-0030669,Albert Wilson,2013,12,NA,NA,NA,NA,NA,NA,NA,NA,3,31.375,0.125,6.45454545454545,107,0.727272727272727,0,0,0,4.2,10,1
00-0028116,Aldrick Robinson,2010,13,178,6,13,70,184,166,20,57,0,0,0,4.61538461538461,94.2307692307692,1,0,0,0,6.01111111111111,9,1
00-0037664,Alec Pierce,2021,13,53,2,21,75,211,61,11,82,0,0,0,3.84615384615385,66.6923076923077,0.615384615384615,0,0,0,7.01875,16,1
00-0035602,Alex Bachman,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,37,0.6,0,0,0,-0.15,2,1
00-0032543,Alex Erickson,2015,12,NA,NA,NA,NA,NA,NA,NA,NA,1.75,27.75,0,6,77,0.25,0,0,0,0.81875,16,1
00-0030821,Allen Hurns,2013,12,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,5,94.8333333333333,0.5,0,0,0,9.66875,16,1
00-0034521,Allen Lazard,2017,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.08333333333333,66.5833333333333,0.75,0,0,0,1.7,1,1
00-0031428,Allen Robinson,2013,12,61,2,29,75,220,62,11,78,1,6,0,8.08333333333333,119.333333333333,0.5,0,0,0,11.68,10,1
00-0029137,Alshon Jeffery,2011,12,45,2,13,75,216,59,6,83,0,0,0,3.75,51.1666666666667,0.583333333333333,0,0,0,7.87,10,1
00-0033937,Amara Darboh,2016,12,106,3,42,74,214,112,14,71,0,0,0,4.33333333333333,68.8333333333333,0.583333333333333,0,0,0,1.8875,8,1
00-0031544,Amari Cooper,2014,12,4,1,4,73,211,3,1,94,1,3.5,0,8.58333333333333,131.083333333333,1.16666666666667,0,0,0,13.29375,16,1
00-0036991,Amari Rodgers,2020,10,85,3,22,70,212,86,14,74,0,0,0,6.1,84.5,0.6,0,0.5,1,0.564705882352941,17,1
00-0036963,Amon-Ra St. Brown,2020,4,112,4,7,72,197,133,21,66,0,0,0,6.5,82.75,1,0,0,0,14.20625,16,1
00-0035876,Andre Baccellia,2019,10,NA,NA,NA,NA,NA,NA,NA,NA,0.8,7,0.2,2.88888888888889,31.1111111111111,0.333333333333333,0,0,0,2.3,5,1
00-0021175,Andre Davis,2015,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.71428571428571,23.7142857142857,0,0,0,0,11.55,6,1
00-0022044,Andre Johnson,2024,6,3,1,3,NA,230,NA,NA,NA,0,0,0,1,18.8333333333333,0,0,0,0,14.275,16,1
00-0033705,Andre Patton,2016,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.66666666666667,51.1111111111111,0.555555555555556,0,1,1,1.45,8,1
00-0038619,Andrei Iosivas,2022,10,206,6,29,75,205,216,28,46,1.33333333333333,3.33333333333333,0,6.6,94.3,0.7,0,0,1,4.6,11,1
00-0032045,Andrew Turzilli,2014,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.28571428571429,44.7142857142857,0.428571428571429,0,0,0,4.5,1,1
00-0035527,Andy Isabella,2018,11,62,2,30,69,188,110,15,70,1.57142857142857,11.2857142857143,0.142857142857143,8.41666666666667,141.416666666667,1.08333333333333,0,1,1,2.95,12,1
00-0039816,Anthony Gould,2023,11,142,5,7,68,174,189,25,53,1.33333333333333,7.33333333333333,0,4,65.2727272727273,0.181818181818182,0,1,2,0.4125,8,1
00-0034353,Anthony Miller,2017,12,51,2,19,71,201,46,5,84,1.8,5.4,0,7.66666666666667,117.25,1.41666666666667,0,0.5,1,7.91375,16,1
00-0036999,Anthony Schwartz,2020,9,91,3,28,72,186,72,11,76,1,-1.5,0,5.44444444444444,68.8888888888889,0.333333333333333,0,0,1,2.56923076923077,13,1
00-0038627,Antoine Green,2022,9,219,7,2,74,199,118,15,65,0,0,0,4.77777777777778,88.6666666666667,0.777777777777778,0,0,0,0.6,2,1
00-0035126,Antoine Wesley,2018,12,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,0,7.33333333333333,117.5,0.75,0,0,0,6.64444444444444,9,1
00-0034772,Antonio Callaway,2016,11,105,4,5,71,200,119,15,68,1.33333333333333,8.66666666666667,0.333333333333333,4.27272727272727,60.5454545454545,0.272727272727273,0,0.25,1,8.26875,16,1
00-0036340,Antonio Gandy-Golden,2019,12,142,4,36,76,223,83,14,73,0,0,0,6.16666666666667,111.083333333333,0.75,0,0,0,0.875,4,1
00-0033916,ArDarius Stewart,2016,10,79,3,15,71,204,87,9,74,1.25,8.25,0,5.2,85.2,0.8,0,1,1,1.40833333333333,12,1
00-0040582,Arian Smith,2024,12,110,4,8,72,179,257,29,41,1,10.25,0,3.5,59.0833333333333,0.333333333333333,0,0,1,1.03846153846154,13,1
00-0028400,Armon Binns,2010,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6.25,91.75,0.833333333333333,0,0,0,6.18888888888889,9,1
00-0027654,Arrelious Benn,2009,11,39,2,7,73,219,39,3,88,1,3.28571428571429,0.142857142857143,3.45454545454545,44.5454545454545,0.181818181818182,0,0,0,5.71428571428571,14,1
00-0034686,Auden Tate,2017,11,253,7,35,77,228,192,23,55,0,0,0,3.18181818181818,42.1818181818182,0.636363636363636,0,0,0,1.5,5,1
00-0033382,Austin Carr,2016,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,99.6666666666667,1,0,0,0,3.22,10,1
00-0035869,Austin Mack,2019,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.5,34.125,0.375,0,0,0,3.22,5,1
00-0028016,Austin Pettis,2010,12,78,3,14,75,209,111,14,70,0,0,0,4.91666666666667,67,0.75,0,0,0,4.33333333333333,12,1
00-0040432,Beaux Collins,2024,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.09090909090909,38.8181818181818,0.181818181818182,0,1,1,1.125,4,1
00-0036862,Ben Skowronek,2020,7,249,7,22,75,220,210,36,48,1,13,1,3,49.1428571428571,0.714285714285714,0,1,1,1.83333333333333,15,1
00-0030743,Bernard Reedy,2013,12,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,5,0,5.16666666666667,70,0.666666666666667,0,0,0,0.527272727272727,11,1
00-0027477,Blair White,2009,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.33333333333333,73,0.666666666666667,0,0,0,8.06428571428571,14,1
00-0031818,Bradley Marquez,2014,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.41666666666667,68.4166666666667,0.833333333333333,0,0,0,1.55714285714286,14,1
00-0032482,Bralon Addison,2015,12,NA,NA,NA,NA,NA,NA,NA,NA,1.88888888888889,9.33333333333333,0.222222222222222,4.83333333333333,64.5833333333333,0.833333333333333,0,0,0,1.25,2,1
00-0031236,Brandin Cooks,2013,12,20,1,20,70,189,19,4,91,2.33333333333333,15.6666666666667,0.166666666666667,10,139.166666666667,1.25,0,0,0,13.93,10,1
00-0036261,Brandon Aiyuk,2019,12,25,1,25,72,205,23,5,90,1,6,0,5.41666666666667,99.3333333333333,0.666666666666667,0,0,1,15.375,12,1
00-0027618,Brandon Banks,2009,12,NA,NA,NA,NA,NA,NA,NA,NA,1.57142857142857,15.7142857142857,0,4.66666666666667,58.75,0.0833333333333333,0,0,0,0.738461538461539,13,1
00-0023701,Brandon Childress,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.5,25.8333333333333,0,0,1,1,6.2,1,1
00-0030801,Brandon Coleman,2013,10,67,3,3,78,320,90,3,74,0,0,0,3.1,45.9,0.3,0,0,0,5.4625,16,1
00-0026937,Brandon Gibson,2011,8,194,6,21,72,210,194,25,50,0,0,0,1.75,17.5,0.125,0,0,0,8.08888888888889,9,1
00-0027681,Brandon LaFell,2009,12,78,3,14,75,211,69,8,77,2,3,0,4.33333333333333,58.75,0.833333333333333,0,0,0,6.91428571428571,14,1
00-0034646,Brandon Powell,2017,11,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,0.5,3.81818181818182,36.9090909090909,0.272727272727273,0,0.666666666666667,1,4.05,6,1
00-0034419,Braxton Berrios,2017,12,210,6,36,69,184,220,26,49,1,9,0,4.25,52.0833333333333,0.75,0,0,0,1.09375,16,1
00-0037355,Braylon Sanders,2021,10,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,2.3,51.2,0.3,0,0,0,0.85,2,1
00-0032054,Breshad Perriman,2014,11,26,1,26,74,212,20,4,90,1,0,0,3.36363636363636,69.7272727272727,0.727272727272727,0,0,0,6.74,15,1
00-0039893,Brian Thomas Jr.,2023,12,23,1,23,75,209,24,4,90,1,-6,0,5,89.9166666666667,1.25,0,0,1,16.7058823529412,17,1
00-0030516,Brice Butler,2012,10,209,7,3,75,199,NA,127,30,0,0,0,2.3,34.3,0.4,0,0,0,2.4125,8,1
00-0037132,Britain Covey,2021,13,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,9.88888888888889,0,3.76923076923077,36.9230769230769,0.153846153846154,0,0,1,0,20,1
00-0031326,Bruce Ellington,2013,11,106,4,6,69,197,58,10,79,1,4.66666666666667,0,3.90909090909091,57.7272727272727,0.545454545454545,0,0,0,2.53846153846154,13,1
00-0036365,Bryan Edwards,2019,10,81,3,17,75,212,100,16,69,1,11,0,7.1,81.6,0.6,0,0,0,4.03333333333333,9,1
00-0039650,Bryce Oliver,2023,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.81818181818182,69,0.636363636363636,0,1,1,1.9375,8,1
00-0032724,Bryce Treggs,2015,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.41666666666667,67.75,0.5,0,0,0,1.95,6,1
00-0038840,Brycen Tremayne,2022,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.16666666666667,40.8333333333333,0.25,0,0,0,0.4,2,1
00-0034297,Byron Pringle,2017,11,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,3.11111111111111,78.3333333333333,0.666666666666667,0,1,1,2.5,14,1
00-0036910,C.J. Saunders,2018,8,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,2,14.6,0,0,1,1,3.1,1,1
00-0037837,Calvin Austin III,2021,12,138,4,33,68,170,76,13,78,1,69,1,6.16666666666667,95.75,0.666666666666667,0,1,1,3.55294117647059,17,1
00-0034837,Calvin Ridley,2017,12,26,1,26,73,189,20,1,90,1,8.5,0,4.58333333333333,74.6666666666667,0.25,0,0,0,12.925,16,1
00-0034512,Cam Phillips,2017,12,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,5.91666666666667,80.3333333333333,0.583333333333333,0,1,1,0.95,2,1
00-0034104,Cam Sims,2017,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.44444444444444,21.5555555555556,0.111111111111111,0,0,0,1.56666666666667,3,1
00-0034652,Cameron Batson,2017,12,NA,NA,NA,NA,NA,NA,NA,NA,1.25,4.75,0,4.58333333333333,38.6666666666667,0.416666666666667,0,0,1.66666666666667,2.0375,8,1
00-0027776,Carlton Mitchell,2009,10,177,6,8,75,215,80,13,74,0,0,0,3.4,61.2,0.4,0,0,0,0.9,1,1
00-0039394,Casey Washington,2023,12,187,6,11,74,200,349,40,30,0,0,0,4.08333333333333,55.8333333333333,0.333333333333333,0,0,0,1.2,2,1
00-0038979,Cedric Tillman,2022,6,74,3,11,75,213,59,8,80,0,0,0,6.16666666666667,69.5,0.5,0,0,0,4.01818181818182,11,1
00-0020452,Cedrick Wilson,2017,13,208,6,34,74,188,134,18,65,1.4,1.8,0,5.61538461538461,99.2307692307692,0.461538461538462,0,0,0,9.26428571428571,14,1
00-0036358,CeeDee Lamb,2019,11,17,1,17,74,198,10,2,92,1.14285714285714,2.57142857142857,0.142857142857143,4.54545454545455,94.0909090909091,1.27272727272727,0,1,1,13.60625,16,1
00-0034309,Chad Beebe,2017,9,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,3.11111111111111,46.3333333333333,0.111111111111111,0,1,1,2.63333333333333,3,1
00-0033840,Chad Hansen,2016,10,141,4,35,74,202,163,22,58,0,0,0,9.2,124.9,1.1,0,0,0,2.3,8,1
00-0031932,Chandler Worthy,2014,12,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,6.11111111111111,0,3.66666666666667,35.6666666666667,0.25,0,0,0,1.46666666666667,3,1
00-0038576,Charlie Jones,2022,13,131,4,29,71,175,101,13,69,2,3,0,8.46153846153846,104.692307692308,0.923076923076923,0,1,1,1.88181818181818,11,1
00-0032959,Charone Peake,2015,12,241,7,20,74,209,117,13,68,0,0,0,3.33333333333333,46.9166666666667,0.416666666666667,0,0,0,3.13333333333333,12,1
00-0036326,Chase Claypool,2019,12,49,2,17,76,238,62,11,78,0,0,0,4.91666666666667,74.25,1,1,0,0,13.9882352941176,17,1
00-0027441,Chastin West,2009,11,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,3.11111111111111,47.6666666666667,0.222222222222222,0,0,0,4.13,10,1
00-0040705,Chimere Dike,2024,12,103,4,1,73,196,173,19,55,0,0,0,3,57.25,0.166666666666667,0,0,1,7.53529411764706,17,1
00-0029614,Chris Givens,2011,13,96,4,1,71,198,82,11,74,1.4,7.2,0,6.09090909090909,89.5909090909091,0.636363636363636,0,0,0,8.86666666666667,15,1
00-0034593,Chris Lacy,2017,10,NA,NA,NA,NA,NA,NA,NA,NA,1,26,0,1.9,24.9,0,0,0,1,0,1,1
00-0028702,Chris Matthews,2010,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.75,74.75,0.75,0,0,0,6.96666666666667,3,1
00-0032398,Chris Moore,2015,10,107,4,9,73,206,46,7,82,1,5,0,3.9,82.3,0.7,0,0,0,1.39285714285714,14,1
00-0037239,Chris Olave,2021,11,11,1,11,72,187,15,4,91,0,0,0,5.90909090909091,85.0909090909091,1.18181818181818,0,0,0,13.2133333333333,15,1
00-0028905,Chris Owusu,2011,8,NA,NA,NA,NA,NA,NA,NA,NA,1,39,0,4.375,47,0.25,0,0,0,1.7,2,1
00-0033855,Chris Thompson,2016,7,150,5,18,73,187,114,16,67,0,0,0,0,0,0,0,0,1,1.11666666666667,12,1
00-0026691,Chris Williams,2013,11,49,2,21,78,315,10,2,95,1,4,0,2.81818181818182,36.5454545454545,0.181818181818182,0,0,0,0.866666666666667,6,1
00-0034132,Christian Blake,2017,12,NA,NA,NA,NA,NA,NA,NA,NA,1.75,7.625,0,3.45454545454545,37.6363636363636,0.363636363636364,0,0.5,1,2.87142857142857,7,1
00-0034775,Christian Kirk,2017,12,47,2,15,70,201,42,3,85,1.5,13.5,0,4.83333333333333,60.8333333333333,0.583333333333333,0,0.666666666666667,1,10.2916666666667,12,1
00-0030290,Cobi Hamilton,2012,12,197,6,29,74,212,166,19,57,0,0,0,7.5,111.25,0.416666666666667,0,0,0,0,1,1
00-0032795,Cody Core,2015,11,199,6,24,75,205,278,44,38,1,1,0,3,50.2727272727273,0.272727272727273,0,0,0,5.28571428571429,7,1
00-0033386,Cody Hollister,2016,7,NA,NA,NA,NA,NA,NA,NA,NA,2,48,1,2,28,0,1,0,0,1.1,3,1
00-0031344,Cody Latimer,2013,12,56,2,24,75,215,35,6,88,0,0,0,6,91.3333333333333,0.75,0,0,0,1.075,4,1
00-0035164,Cody Thompson,2018,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.90909090909091,53.8181818181818,0.909090909090909,0,1,1,0,2,1
00-0035891,Cody White,2019,12,NA,NA,NA,NA,NA,NA,NA,NA,1.2,4.4,0,4.83333333333333,68.75,0.416666666666667,0,1,1.5,1.38333333333333,6,1
00-0029000,Cole Beasley,2011,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,7.18181818181818,86.7272727272727,0.181818181818182,0,0,0,3.475,8,1
00-0040352,Coleman Owen,2024,12,NA,NA,NA,NA,NA,NA,NA,NA,1,22,1,5.16666666666667,85.1666666666667,0.583333333333333,0,0,0,0,2,1
00-0036254,Collin Johnson,2019,6,165,5,20,78,222,107,17,68,0,0,0,5.83333333333333,82.8333333333333,0.333333333333333,0,1,1,5.38181818181818,11,1
00-0038632,Colton Dowell,2022,11,228,7,11,NA,NA,NA,NA,NA,1,6,0,6.09090909090909,93.8181818181818,0.545454545454545,0,0,0,0.325,4,1
00-0031118,Corey Brown,2013,12,NA,NA,NA,NA,NA,NA,NA,NA,1.5,13.5,0,4.16666666666667,50.1666666666667,0.75,0,0,0,5.94666666666667,15,1
00-0032966,Corey Coleman,2015,12,15,1,15,71,194,20,3,90,2.75,13.875,0,6.16666666666667,113.583333333333,1.66666666666667,0,0,0,9.33,10,1
00-0033871,Corey Davis,2016,13,5,1,5,75,209,15,2,91,1,0,0,7,109.769230769231,1.38461538461538,0,0,0,7.71538461538462,13,1
00-0034348,Courtland Sutton,2017,12,40,2,8,75,218,44,4,84,1,2,1,5.16666666666667,84.75,1,0,0,0,8.51875,16,1
00-0034256,Da'Mari Scott,2017,13,NA,NA,NA,NA,NA,NA,NA,NA,1.85714285714286,13,0,4.07692307692308,41.7692307692308,0.0769230769230769,0,1,1,0,1,1
00-0034370,DaeSean Hamilton,2017,12,113,4,13,73,203,82,9,74,1,2,0,4,62.25,0.583333333333333,0,0,0,6.02727272727273,11,1
00-0040431,Dalen Cambre,2024,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,11,0,0,0,0,0,3,1
00-0040629,Dalevon Campbell,2024,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.83333333333333,42,0,0,0,0,0,1,1
00-0029435,Damaris Johnson,2010,12,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,38.5,0.5,4.41666666666667,64.25,0.25,0,0,0,3.7,14,1
00-0027893,Damian Williams,2009,11,77,3,13,73,197,55,5,82,1,8,0,5.27272727272727,74.6363636363636,0.545454545454545,0,0,0,3.84,10,1
00-0031868,Damiere Byrd,2014,11,NA,NA,NA,NA,NA,NA,NA,NA,1.25,9.5,0,1.54545454545455,23.3636363636364,0.272727272727273,0,0,0,2.6,1,1
00-0034273,Damion Ratley,2017,11,175,6,1,74,193,NA,47,30,0,0,0,2.36363636363636,54.8181818181818,0.545454545454545,0,0,0,5.48,5,1
00-0035401,Damion Willis,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.3,77.5,0.8,0,0,0,2.45714285714286,7,1
00-0035976,Dan Chisena,2019,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,22,0,1,0,0,0,7,1
00-0027912,Danario Alexander,2009,12,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,8.91666666666667,137,1.08333333333333,0,0,0,7.075,8,1
00-0028352,Dane Sanzenbacher,2010,12,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,4.66666666666667,0,4.33333333333333,74.0833333333333,0.833333333333333,0,0,0,5.15714285714286,14,1
00-0032801,Daniel Braverman,2015,12,230,7,9,70,180,189,25,54,1,6.5,0,8.58333333333333,105.5,1,0,0,0,0,2,1
00-0037828,Danny Gray,2021,10,105,3,41,72,186,177,24,58,1.5,20,0,4.9,80.3,0.9,0,0,0,0.3625,8,1
00-0034860,Dante Pettis,2017,12,44,2,12,73,186,71,8,77,1,16.6666666666667,0,5.16666666666667,60.0833333333333,0.583333333333333,0,0.5,1,8.625,12,1
00-0040024,Darius Cooper,2022,11,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,4.90909090909091,96,0.818181818181818,0,1,1,2.87142857142857,7,1
00-0031972,Darius Jennings,2014,12,NA,NA,NA,NA,NA,NA,NA,NA,2.4,11.5,0.1,2.7,52.1,0.2,0,0,0,8.56666666666667,3,1
00-0029778,Darius Johnson,2025,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,12,0,0,0,0,4.7,10,1
00-0032656,Darius Powe,2015,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.58333333333333,40.8333333333333,0.5,0,0,0,3.3,1,1
00-0035535,Darius Slayton,2018,10,171,5,33,73,190,112,16,70,0,0,0,3.2,51,0.2,0,0,1,12.1428571428571,14,1
00-0036309,Darnell Mooney,2019,12,173,5,28,70,176,NA,NA,NA,0,0,0,3.75,55.8333333333333,0.416666666666667,0,0,0,9.50625,16,1
00-0028746,Darvin Adams,2010,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.69230769230769,69.9230769230769,0.538461538461538,0,0,0,0,1,1
00-0034710,Darvin Kidsy,2015,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.125,30,0.25,0,0,0,1.8,1,1
00-0021330,Daryl Jones,2009,9,226,7,15,NA,180,NA,NA,NA,1,13.5,0,3.88888888888889,41,0.333333333333333,0,0,0,0,2,1
00-0031381,Davante Adams,2013,11,53,2,21,73,212,44,7,85,0,0,0,10.2727272727273,134.272727272727,2,0,0,0,7.9375,16,1
00-0037257,David Bell,2021,11,99,3,35,73,212,94,15,73,1,13,0,8.45454545454546,116.909090909091,0.545454545454545,0,0,0,3.02666666666667,15,1
00-0028646,David Gilreath,2010,10,NA,NA,NA,NA,NA,NA,NA,NA,1.4,13.4,0,2.1,34.7,0.1,0,0,0,0.233333333333333,3,1
00-0027322,David Nelson,2009,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.3,25.4,0.2,0,0,0,6.02142857142857,14,1
00-0027755,David Reed,2009,12,156,5,25,72,191,78,9,74,1,1,0,6.25,90.4166666666667,0.416666666666667,0,0,0,0.75,10,1
00-0036671,Dax Milne,2020,10,258,7,31,73,193,279,44,34,1.66666666666667,10,0,5.5,101.2,0.7,0,0.5,1,1.71111111111111,9,1
00-0038147,Daylen Baldwin,2021,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.66666666666667,41.6666666666667,0.333333333333333,0,0,0,4.5,1,1
00-0036907,Dazz Newsome,2020,10,221,6,37,70,190,255,41,37,1,10.5,0.5,4.6,60.1,0.5,0,1,1,1.43333333333333,3,1
00-0035848,De'Michael Harris,2019,11,NA,NA,NA,NA,NA,NA,NA,NA,10.2727272727273,49.1818181818182,0.454545454545455,3.33333333333333,33,0.333333333333333,0,0.666666666666667,1,3.21428571428571,7,1
00-0030564,DeAndre Hopkins,2012,12,27,1,27,73,214,47,6,86,0,0,0,5.75,101.166666666667,1.33333333333333,0,0,0,8.8875,16,1
00-0032064,DeAndre Smelter,2014,10,132,4,33,74,226,181,28,50,1,34.3333333333333,0.333333333333333,3.5,71.5,0.7,0,0,0,3.3,1,1
00-0031511,DeAndrew White,2014,8,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,0,4.125,42.25,0.375,0,0,0,1.26666666666667,3,1
00-0033839,Dede Westbrook,2016,12,110,4,3,72,178,188,27,52,1.16666666666667,14,0,6.16666666666667,122.083333333333,1.33333333333333,0,1,1,8.24,10,1
00-0028187,DeMarco Sampson,2010,12,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,3.66666666666667,0,5.41666666666667,97.9166666666667,0.666666666666667,0,0,0,1.1,6,1
00-0032365,DeMarcus Ayers,2015,13,229,7,8,69,182,232,34,47,2.11111111111111,14.4444444444444,0.111111111111111,7.41666666666667,95,0.5,0,0,0,5.45,4,1
00-0032775,Demarcus Robinson,2015,10,126,4,28,73,203,245,38,44,1,1,0,5.22222222222222,56.1111111111111,0.222222222222222,0,0,0,0,7,1
00-0038621,DeMario Douglas,2022,12,210,6,33,68,179,197,25,49,1.25,26.25,0.25,6,81.4166666666667,0.5,0,0,1,7.65714285714286,14,1
00-0027874,Demaryius Thomas,2009,13,22,1,22,75,224,23,2,92,1,3,0,3.53846153846154,88.7692307692308,0.615384615384615,0,0,0,6.04,10,1
00-0028086,Denarius Moore,2010,12,148,5,17,72,194,211,26,46,1.16666666666667,13.6666666666667,0.166666666666667,3.90909090909091,82.9090909090909,0.818181818181818,0,0,0,10.5307692307692,13,1
00-0036255,Denzel Mims,2019,12,59,2,27,75,207,46,8,85,0,0,0,5.08333333333333,78.75,0.916666666666667,0,0.5,1,6.74444444444444,9,1
00-0034406,Deon Cain,2017,13,185,6,11,74,202,107,12,70,0,0,0,4,50.6923076923077,0.461538461538462,0,0,0,1.94545454545455,11,1
00-0034653,Deontay Burnett,2017,13,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,5.69230769230769,75,0.692307692307692,0,0,0,4.86,5,1
00-0029388,Deonte Thompson,2011,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.11111111111111,26.3333333333333,0,0,0,0,1.68333333333333,6,1
00-0029108,Derek Moye,2011,10,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0,4,65.4,0.3,0,0,0,2.5,4,1
00-0038573,Derius Davis,2022,12,125,4,23,68,165,268,34,38,1,14,0.5,2.91666666666667,34.8333333333333,0.416666666666667,0,1,1,2.21764705882353,17,1
00-0034258,Derrick Willies,2017,6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,50.6666666666667,0.5,0,0,0,9.1,1,1
00-0031547,DeVante Parker,2014,5,14,1,14,75,209,9,3,92,0,0,0,7,147,1,0,0,0,9.34,10,1
00-0039424,Devaughn Vele,2023,10,235,7,15,76,203,261,31,40,0,0,0,4.3,59.3,0.3,0,0,0,7.60714285714286,14,1
00-0037487,Deven Thompkins,2021,13,NA,NA,NA,NA,NA,NA,NA,NA,1.25,6.75,0,7.38461538461539,122.230769230769,0.692307692307692,0,0,0,1.8,6,1
00-0036331,Devin Duvernay,2019,12,92,3,28,71,200,81,13,74,1.8,6.4,0.2,8.58333333333333,107.833333333333,0.666666666666667,0,0,0,3.12352941176471,17,1
00-0032055,Devin Funchess,2014,11,41,2,9,76,232,40,9,87,1,-5.5,0,5.63636363636364,66.6363636363636,0.363636363636364,0,0,0,6.55789473684211,19,1
00-0031934,Devin Smith,2024,11,37,2,5,72,196,28,7,88,1,6,0,3.27272727272727,41.9090909090909,0.545454545454545,0,0.666666666666667,1,3.78571428571429,7,1
